results_dir,shift_mode,tag,fold,k,rho,wl_broken,max_workload,cap_broken,N_train_visits,V_test_visits,coverage_kappa
iscf10kt_results_shift,structured,iscf10kt_r0f1,1,6,0.0,0,,0,8987,6552,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f1,1,1,0.5,1,,0,8126,6796,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f1,1,2,0.5,0,,0,8287,6929,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f1,1,3,0.5,0,,0,8514,7089,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f1,1,4,0.5,1,,0,8677,7021,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f1,1,6,0.5,0,,0,8987,7268,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f1,1,1,1.0,1,,0,8126,7026,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f1,1,2,1.0,0,,0,8287,7179,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f1,1,3,1.0,0,,0,8514,7293,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f1,1,4,1.0,1,,0,8677,7200,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f1,1,6,1.0,0,,0,8987,7439,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f1,1,1,2.0,1,,0,8126,7108,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f1,1,2,2.0,0,,0,8287,7264,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f1,1,3,2.0,0,,0,8514,7367,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f1,1,4,2.0,1,,0,8677,7367,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f1,1,6,2.0,0,,0,8987,7458,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f2,2,1,0.0,0,,0,9533,4340,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f2,2,2,0.0,0,,0,9986,4599,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f2,2,3,0.0,0,,0,9686,4487,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f2,2,4,0.0,0,,0,10235,4669,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f2,2,6,0.0,0,,0,10735,5210,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f2,2,1,0.5,0,,0,9533,5155,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f2,2,2,0.5,0,,0,9986,5370,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f2,2,3,0.5,0,,0,9686,5106,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f2,2,4,0.5,0,,0,10235,5312,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f2,2,6,0.5,0,,0,10735,5548,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f2,2,1,1.0,0,,0,9533,5331,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f2,2,2,1.0,0,,0,9986,5530,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f2,2,3,1.0,0,,0,9686,5214,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f2,2,4,1.0,0,,0,10235,5476,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f2,2,6,1.0,0,,0,10735,5647,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f2,2,1,2.0,0,,0,9533,5384,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f2,2,2,2.0,0,,0,9986,5610,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f2,2,3,2.0,0,,0,9686,5291,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f2,2,4,2.0,0,,0,10235,5547,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f2,2,6,2.0,0,,0,10735,5658,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f3,3,1,0.0,0,,0,10965,2975,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f3,3,2,0.0,0,,0,11426,2990,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f3,3,3,0.0,0,,0,11513,3079,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f3,3,4,0.0,0,,0,11817,3255,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f3,3,6,0.0,0,,0,12516,3436,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f3,3,1,0.5,0,,0,10965,3499,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f3,3,2,0.5,0,,0,11426,3506,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f3,3,3,0.5,0,,0,11513,3481,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f3,3,4,0.5,0,,0,11817,3631,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f3,3,6,0.5,0,,0,12516,3708,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f3,3,1,1.0,0,,0,10965,3608,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f3,3,2,1.0,0,,0,11426,3629,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f3,3,3,1.0,0,,0,11513,3557,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f3,3,4,1.0,0,,0,11817,3685,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f3,3,6,1.0,0,,0,12516,3710,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f3,3,1,2.0,0,,0,10965,3646,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f3,3,2,2.0,0,,0,11426,3690,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f3,3,3,2.0,0,,0,11513,3553,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f3,3,4,2.0,0,,0,11817,3727,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f3,3,6,2.0,0,,0,12516,3758,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f4,4,1,0.0,0,,0,12309,1622,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f4,4,2,0.0,0,,0,12789,1627,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f4,4,3,0.0,0,,0,12595,1650,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f4,4,4,0.0,0,,0,13332,1703,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f4,4,6,0.0,0,,0,14268,1945,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f4,4,1,0.5,0,,0,12309,1927,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f4,4,2,0.5,0,,0,12789,1868,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f4,4,3,0.5,0,,0,12595,1943,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f4,4,4,0.5,0,,0,13332,1943,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f4,4,6,0.5,0,,0,14268,2096,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f4,4,1,1.0,0,,0,12309,1957,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f4,4,2,1.0,0,,0,12789,1896,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f4,4,3,1.0,0,,0,12595,2003,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f4,4,4,1.0,0,,0,13332,1957,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f4,4,6,1.0,0,,0,14268,2107,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f4,4,1,2.0,0,,0,12309,1987,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f4,4,2,2.0,0,,0,12789,1893,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f4,4,3,2.0,0,,0,12595,2008,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f4,4,4,2.0,0,,0,13332,1957,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f4,4,6,2.0,0,,0,14268,2141,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,1,0.0,2,,0,6841,7497,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,2,0.0,2,,0,6855,7479,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,3,0.0,1,,0,6994,7715,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,4,0.0,2,,0,7118,7838,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,6,0.0,1,,0,7576,8163,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,1,0.25,2,,0,6841,8303,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,2,0.25,2,,0,6855,8347,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,3,0.25,1,,0,6994,8493,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,4,0.25,2,,0,7118,8639,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,6,0.25,1,,0,7576,8830,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,1,0.5,2,,0,6841,8855,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,2,0.5,2,,0,6855,8831,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,3,0.5,1,,0,6994,8967,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,4,0.5,2,,0,7118,9013,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,6,0.5,1,,0,7576,9172,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,1,1.0,2,,0,6841,9274,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,2,1.0,2,,0,6855,9199,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,3,1.0,1,,0,6994,9307,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,4,1.0,2,,0,7118,9365,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,6,1.0,1,,0,7576,9417,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,1,2.0,2,,0,6841,9517,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,2,2.0,2,,0,6855,9492,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,3,2.0,1,,0,6994,9542,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,4,2.0,2,,0,7118,9603,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f0,0,6,2.0,1,,0,7576,9661,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,1,0.0,1,,0,8126,5932,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,2,0.0,0,,0,8287,6057,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,3,0.0,0,,0,8514,6193,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,4,0.0,1,,0,8677,6291,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,6,0.0,0,,0,8987,6552,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,1,0.25,1,,0,8126,6648,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,2,0.25,0,,0,8287,6755,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,3,0.25,0,,0,8514,6887,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,4,0.25,1,,0,8677,6901,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,6,0.25,0,,0,8987,7098,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,1,0.5,1,,0,8126,7028,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,2,0.5,0,,0,8287,7126,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,3,0.5,0,,0,8514,7230,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,4,0.5,1,,0,8677,7202,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,6,0.5,0,,0,8987,7346,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,1,1.0,1,,0,8126,7369,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,2,1.0,0,,0,8287,7489,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,3,1.0,0,,0,8514,7596,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,4,1.0,1,,0,8677,7478,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,6,1.0,0,,0,8987,7579,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,1,2.0,1,,0,8126,7582,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,2,2.0,0,,0,8287,7662,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,3,2.0,0,,0,8514,7750,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,4,2.0,1,,0,8677,7658,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f1,1,6,2.0,0,,0,8987,7758,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,1,0.0,0,,0,9533,4340,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,2,0.0,0,,0,9986,4599,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,3,0.0,0,,0,9686,4487,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,4,0.0,0,,0,10235,4669,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,6,0.0,0,,0,10735,5210,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,1,0.25,0,,0,9533,4924,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,2,0.25,0,,0,9986,5153,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,3,0.25,0,,0,9686,5037,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,4,0.25,0,,0,10235,5167,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,6,0.25,0,,0,10735,5492,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,1,0.5,0,,0,9533,5292,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,2,0.5,0,,0,9986,5432,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,3,0.5,0,,0,9686,5325,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,4,0.5,0,,0,10235,5446,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,6,0.5,0,,0,10735,5672,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,1,1.0,0,,0,9533,5600,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,2,1.0,0,,0,9986,5737,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,3,1.0,0,,0,9686,5612,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,4,1.0,0,,0,10235,5732,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,6,1.0,0,,0,10735,5785,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,1,2.0,0,,0,9533,5798,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,2,2.0,0,,0,9986,5853,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,3,2.0,0,,0,9686,5811,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,4,2.0,0,,0,10235,5855,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f2,2,6,2.0,0,,0,10735,5877,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,1,0.0,0,,0,10965,2975,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,2,0.0,0,,0,11426,2990,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,3,0.0,0,,0,11513,3079,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,4,0.0,0,,0,11817,3255,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,6,0.0,0,,0,12516,3436,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,1,0.25,0,,0,10965,3353,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,2,0.25,0,,0,11426,3376,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,3,0.25,0,,0,11513,3427,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,4,0.25,0,,0,11817,3553,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,6,0.25,0,,0,12516,3672,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,1,0.5,0,,0,10965,3595,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,2,0.5,0,,0,11426,3629,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,3,0.5,0,,0,11513,3607,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,4,0.5,0,,0,11817,3725,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,6,0.5,0,,0,12516,3825,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,1,1.0,0,,0,10965,3761,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,2,1.0,0,,0,11426,3829,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,3,1.0,0,,0,11513,3774,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,4,1.0,0,,0,11817,3889,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,6,1.0,0,,0,12516,3927,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,1,2.0,0,,0,10965,3911,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,2,2.0,0,,0,11426,3906,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,3,2.0,0,,0,11513,3862,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,4,2.0,0,,0,11817,3919,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f3,3,6,2.0,0,,0,12516,3975,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,1,0.0,0,,0,12309,1622,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,2,0.0,0,,0,12789,1627,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,3,0.0,0,,0,12595,1650,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,4,0.0,0,,0,13332,1703,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,6,0.0,0,,0,14268,1945,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,1,0.25,0,,0,12309,1875,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,2,0.25,0,,0,12789,1805,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,3,0.25,0,,0,12595,1867,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,4,0.25,0,,0,13332,1870,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,6,0.25,0,,0,14268,2057,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,1,0.5,0,,0,12309,2000,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,2,0.5,0,,0,12789,1925,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,3,0.5,0,,0,12595,2001,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,4,0.5,0,,0,13332,1977,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,6,0.5,0,,0,14268,2129,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,1,1.0,0,,0,12309,2097,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,2,1.0,0,,0,12789,2014,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,3,1.0,0,,0,12595,2090,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,4,1.0,0,,0,13332,2047,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,6,1.0,0,,0,14268,2168,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,1,2.0,0,,0,12309,2142,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,2,2.0,0,,0,12789,2050,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,3,2.0,0,,0,12595,2132,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,4,2.0,0,,0,13332,2083,1.0
iscf10kt_results_shift,unstructured,iscf10kt_r0f4,4,6,2.0,0,,0,14268,2183,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f0,0,1,0.0,8,,0,1187,8128,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f0,0,2,0.0,8,,0,1209,8206,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f0,0,3,0.0,8,,0,1211,8287,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f0,0,4,0.0,8,,0,1204,8159,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f0,0,6,0.0,8,,0,1224,8177,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f0,0,1,0.5,8,,0,1187,8947,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f0,0,2,0.5,8,,0,1209,8991,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f0,0,3,0.5,8,,0,1211,9004,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f0,0,4,0.5,8,,0,1204,8910,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f0,0,6,0.5,8,,0,1224,9047,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f0,0,1,1.0,8,,0,1187,9135,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f0,0,2,1.0,8,,0,1209,9196,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f0,0,3,1.0,8,,0,1211,9227,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f0,0,4,1.0,8,,0,1204,9042,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f0,0,6,1.0,8,,0,1224,9203,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f0,0,1,2.0,8,,0,1187,9169,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f0,0,2,2.0,8,,0,1209,9292,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f0,0,3,2.0,8,,0,1211,9228,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f0,0,4,2.0,8,,0,1204,9195,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f0,0,6,2.0,8,,0,1224,9301,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f1,1,1,0.0,8,,0,1177,6319,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f1,1,2,0.0,8,,0,1195,6408,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f1,1,3,0.0,8,,0,1205,6477,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f1,1,4,0.0,8,,0,1210,6436,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f1,1,6,0.0,8,,0,1255,6746,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f1,1,1,0.5,8,,0,1177,7052,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f1,1,2,0.5,8,,0,1195,7148,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f1,1,3,0.5,8,,0,1205,7168,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f1,1,4,0.5,8,,0,1210,7173,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f1,1,6,0.5,8,,0,1255,7331,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f1,1,1,1.0,8,,0,1177,7260,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f1,1,2,1.0,8,,0,1195,7300,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f1,1,3,1.0,8,,0,1205,7327,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f1,1,4,1.0,8,,0,1210,7304,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f1,1,6,1.0,8,,0,1255,7517,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f1,1,1,2.0,8,,0,1177,7370,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f1,1,2,2.0,8,,0,1195,7402,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f1,1,3,2.0,8,,0,1205,7441,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f1,1,4,2.0,8,,0,1210,7375,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f1,1,6,2.0,8,,0,1255,7586,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f2,2,1,0.0,8,,0,1201,4780,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f2,2,2,0.0,8,,0,1210,4988,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f2,2,3,0.0,8,,0,1189,4725,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f2,2,4,0.0,8,,0,1179,4697,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f2,2,6,0.0,8,,0,1282,5214,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f2,2,1,0.5,8,,0,1201,5365,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f2,2,2,0.5,8,,0,1210,5483,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f2,2,3,0.5,8,,0,1189,5281,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f2,2,4,0.5,8,,0,1179,5262,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f2,2,6,0.5,8,,0,1282,5723,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f2,2,1,1.0,8,,0,1201,5484,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f2,2,2,1.0,8,,0,1210,5606,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f2,2,3,1.0,8,,0,1189,5425,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f2,2,4,1.0,8,,0,1179,5393,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f2,2,6,1.0,8,,0,1282,5817,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f2,2,1,2.0,8,,0,1201,5527,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f2,2,2,2.0,8,,0,1210,5648,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f2,2,3,2.0,8,,0,1189,5447,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f2,2,4,2.0,8,,0,1179,5427,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f2,2,6,2.0,8,,0,1282,5807,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f3,3,1,0.0,6,,0,1183,3371,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f3,3,2,0.0,6,,0,1210,3334,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f3,3,3,0.0,6,,0,1215,3233,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f3,3,4,0.0,5,,0,1186,3221,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f3,3,6,0.0,5,,0,1227,3370,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f3,3,1,0.5,6,,0,1183,3731,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f3,3,2,0.5,6,,0,1210,3652,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f3,3,3,0.5,6,,0,1215,3650,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f3,3,4,0.5,5,,0,1186,3599,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f3,3,6,0.5,5,,0,1227,3656,1.0
iscf10kt_results_t1000,structured,iscf10kt_r0f3,3,1,1.0,6,,0,1183,3841,1.0
