train_coverage,dataset,tag,fold,role,arm,tcap_quantile,days_total,days_violated,share_days_violated,worst_day_ratio,worst_day,worst_station,station_days_violated,station_days_total,mean_daily_ratio,p95_daily_ratio,excess_fraction,test_date_min,test_date_max,drift
p90,berner,berner_daily,3,train,g2,p90,51,33,0.6470588235294118,1.755832037325039,2021-10-29,ST_01.11,166,1224,1.0783379967902669,1.3544332379948818,0.0250086325498955,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,train,g4,p90,51,29,0.5686274509803921,4.6722689075630255,2021-09-02,ST_01.E4,149,1224,1.1414803767058554,1.407408069610823,0.0383213309938439,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,test,incumbent,max,5,0,0.0,0.9338731443994602,2021-11-16,ST_01.22,0,120,0.8146570801118816,0.9143977855925608,0.0,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,test,g0,max,5,0,0.0,0.9973045822102428,2021-11-16,ST_01.21,0,120,0.883417836875422,0.991689819614348,0.0,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,test,g1,max,5,0,0.0,0.8772893772893773,2021-11-17,ST_01.26,0,120,0.7956451699152429,0.875700114970188,0.0,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,test,g2,max,5,0,0.0,0.9385535617183252,2021-11-16,ST_01.11,0,120,0.8177028479204334,0.9281131049483416,0.0,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,test,g4,max,5,0,0.0,0.8678832116788321,2021-11-16,ST_01.04,0,120,0.8096144871562494,0.8675528988699824,0.0,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,test,incumbent,p95,5,1,0.2,1.166947723440135,2021-11-16,ST_01.22,2,120,0.9899773838885846,1.1320766972706269,0.0001484410617611,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,test,g0,p95,5,5,1.0,1.3357400722021662,2021-11-16,ST_01.21,23,120,1.160787941379892,1.3139393709989544,0.0210046229391447,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,test,g1,p95,5,4,0.8,1.2050314465408805,2021-11-17,ST_01.26,11,120,1.076241854551234,1.1914619803373976,0.0039254573054368,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,test,g2,p95,5,4,0.8,1.3115501519756838,2021-11-16,ST_01.11,15,120,1.1282674772036474,1.2969604863221884,0.0081161404117814,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,test,g4,p95,5,3,0.6,1.21048632218845,2021-11-17,ST_01.11,8,120,1.0560185395212387,1.2015197568389058,0.0076272726269231,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,test,incumbent,p90,5,4,0.8,1.2423698384201076,2021-11-16,ST_01.22,17,120,1.084908794242864,1.211645870736086,0.0013830517082573,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,test,g0,p90,5,5,1.0,1.3855776306107432,2021-11-16,ST_01.09,32,120,1.2497687783877314,1.3839587932303166,0.0459393937315783,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,test,g1,p90,5,4,0.8,1.2457737321196358,2021-11-17,ST_01.26,20,120,1.1117039944697162,1.2308197291901324,0.0165796255126663,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,test,g2,p90,5,4,0.8,1.3421461897356142,2021-11-16,ST_01.11,24,120,1.1562640400898565,1.327216174183515,0.0190284079433339,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,test,g4,p90,5,3,0.6,1.238724727838258,2021-11-17,ST_01.11,20,120,1.0950400360708004,1.2295489891135305,0.0210747739899403,2021-11-15,2021-11-19,
