family,fold,k,station,model,n_products,GammaCover,GammaCover_frac,GammaBind,GammaBind_frac,Wbar,Wn,T_s_stored,viol_asrun_flag,viol_norm_flag
iscf10kt-temporal,r0f2,2,GARE8,M2_sqrt,541,13.0,0.024029574861367836,1.0,0.0018484288354898336,2495.0,3463.0427994616416,2529.0,False,True
iscf10kt-temporal,r0f2,2,GARE9,M2_sqrt,541,0.0,0.0,3.0,0.005545286506469501,2285.0,1584.2368775235532,2529.0,False,False
iscf10kt-temporal,r0f2,2,GARE10,M2_sqrt,541,1.0,0.0018484288354898336,9.0,0.0166358595194085,1923.0,2007.5251682368773,2529.0,False,False
iscf10kt-temporal,r0f2,2,GARE11,M2_sqrt,541,33.0,0.06099815157116451,1.0,0.0018484288354898336,2516.0,4198.227725437416,2529.0,False,True
iscf10kt-temporal,r0f2,2,GARE4,M3_empirical,541,0.0,0.0,4.0,0.0073937153419593345,2281.0,1698.1039030955585,2529.0,False,False
iscf10kt-temporal,r0f2,2,GARE5,M3_empirical,541,0.0,0.0,2.0,0.0036968576709796672,2446.0,2418.436608344549,2529.0,False,False
iscf10kt-temporal,r0f2,2,GARE6,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,2523.0,1797.1187079407805,2529.0,False,False
iscf10kt-temporal,r0f2,2,GARE7,M3_empirical,541,0.0,0.0,57.0,0.10536044362292052,1923.0,1225.3082099596231,2529.0,False,False
iscf10kt-temporal,r0f2,2,GARE8,M3_empirical,541,73.0,0.13493530499075784,1.0,0.0018484288354898336,2495.0,3463.0427994616416,2529.0,False,True
iscf10kt-temporal,r0f2,2,GARE9,M3_empirical,541,0.0,0.0,11.0,0.02033271719038817,2285.0,1584.2368775235532,2529.0,False,False
iscf10kt-temporal,r0f2,2,GARE10,M3_empirical,541,2.0,0.0036968576709796672,40.0,0.07393715341959335,1923.0,2007.5251682368773,2529.0,False,False
iscf10kt-temporal,r0f2,2,GARE11,M3_empirical,541,217.0,0.4011090573012939,1.0,0.0018484288354898336,2516.0,4198.227725437416,2529.0,False,True
iscf10kt-temporal,r0f3,1,GARE4,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,2829.0,1686.6140419690137,2850.0,False,False
iscf10kt-temporal,r0f3,1,GARE5,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,2850.0,1637.8444793096687,2850.0,False,False
iscf10kt-temporal,r0f3,1,GARE6,M1_prop,541,3.0,0.005545286506469501,1.0,0.0018484288354898336,2672.0,3580.4987252402434,2850.0,False,True
iscf10kt-temporal,r0f3,1,GARE7,M1_prop,541,0.0,0.0,5.0,0.009242144177449169,2190.0,1178.5977642675034,2850.0,False,False
iscf10kt-temporal,r0f3,1,GARE8,M1_prop,541,19.0,0.03512014787430684,1.0,0.0018484288354898336,2807.0,5498.768189841146,2850.0,False,True
iscf10kt-temporal,r0f3,1,GARE9,M1_prop,541,0.0,0.0,2.0,0.0036968576709796672,2547.0,1930.4618552657384,2850.0,False,False
iscf10kt-temporal,r0f3,1,GARE10,M1_prop,541,0.0,0.0,10.0,0.018484288354898338,1984.0,625.8760541282605,2850.0,False,False
iscf10kt-temporal,r0f3,1,GARE11,M1_prop,541,4.0,0.0073937153419593345,1.0,0.0018484288354898336,2844.0,4584.338889978428,2850.0,False,True
iscf10kt-temporal,r0f3,1,GARE4,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,2829.0,1686.6140419690137,2850.0,False,False
iscf10kt-temporal,r0f3,1,GARE5,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,2850.0,1637.8444793096687,2850.0,False,False
iscf10kt-temporal,r0f3,1,GARE6,M2_sqrt,541,8.0,0.014787430683918669,2.0,0.0036968576709796672,2672.0,3580.4987252402434,2850.0,False,True
iscf10kt-temporal,r0f3,1,GARE7,M2_sqrt,541,0.0,0.0,7.0,0.012939001848428836,2190.0,1178.5977642675034,2850.0,False,False
iscf10kt-temporal,r0f3,1,GARE8,M2_sqrt,541,36.0,0.066543438077634,1.0,0.0018484288354898336,2807.0,5498.768189841146,2850.0,False,True
iscf10kt-temporal,r0f3,1,GARE9,M2_sqrt,541,0.0,0.0,3.0,0.005545286506469501,2547.0,1930.4618552657384,2850.0,False,False
iscf10kt-temporal,r0f3,1,GARE10,M2_sqrt,541,0.0,0.0,12.0,0.022181146025878003,1984.0,625.8760541282605,2850.0,False,False
iscf10kt-temporal,r0f3,1,GARE11,M2_sqrt,541,18.0,0.033271719038817,1.0,0.0018484288354898336,2844.0,4584.338889978428,2850.0,False,True
iscf10kt-temporal,r0f3,1,GARE4,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,2829.0,1686.6140419690137,2850.0,False,False
iscf10kt-temporal,r0f3,1,GARE5,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,2850.0,1637.8444793096687,2850.0,False,False
iscf10kt-temporal,r0f3,1,GARE6,M3_empirical,541,53.0,0.09796672828096119,3.0,0.005545286506469501,2672.0,3580.4987252402434,2850.0,False,True
iscf10kt-temporal,r0f3,1,GARE7,M3_empirical,541,0.0,0.0,49.0,0.09057301293900184,2190.0,1178.5977642675034,2850.0,False,False
iscf10kt-temporal,r0f3,1,GARE8,M3_empirical,541,inf,inf,1.0,0.0018484288354898336,2807.0,5498.768189841146,2850.0,False,True
iscf10kt-temporal,r0f3,1,GARE9,M3_empirical,541,0.0,0.0,13.0,0.024029574861367836,2547.0,1930.4618552657384,2850.0,False,False
iscf10kt-temporal,r0f3,1,GARE10,M3_empirical,541,0.0,0.0,103.0,0.19038817005545286,1984.0,625.8760541282605,2850.0,False,False
iscf10kt-temporal,r0f3,1,GARE11,M3_empirical,541,238.0,0.4399260628465804,1.0,0.0018484288354898336,2844.0,4584.338889978428,2850.0,False,True
iscf10kt-temporal,r0f3,2,GARE4,M1_prop,541,1.0,0.0018484288354898336,3.0,0.005545286506469501,2190.0,2284.0411845459894,2850.0,False,False
iscf10kt-temporal,r0f3,2,GARE5,M1_prop,541,1.0,0.0018484288354898336,2.0,0.0036968576709796672,2411.0,2438.4781329672487,2850.0,False,False
iscf10kt-temporal,r0f3,2,GARE6,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,2835.0,2296.2335752108256,2850.0,False,False
iscf10kt-temporal,r0f3,2,GARE7,M1_prop,541,0.0,0.0,2.0,0.0036968576709796672,2237.0,1227.3673269268486,2850.0,False,False
iscf10kt-temporal,r0f3,2,GARE8,M1_prop,541,37.0,0.06839186691312385,1.0,0.0018484288354898336,2818.0,6738.32790743283,2850.0,False,True
iscf10kt-temporal,r0f3,2,GARE9,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,2798.0,2454.734653853697,2850.0,False,False
iscf10kt-temporal,r0f3,2,GARE10,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,2654.0,1446.830358893901,2850.0,False,False
iscf10kt-temporal,r0f3,2,GARE11,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,2780.0,1836.9868601686608,2850.0,False,False
iscf10kt-temporal,r0f3,2,GARE4,M2_sqrt,541,1.0,0.0018484288354898336,6.0,0.011090573012939002,2190.0,2284.0411845459894,2850.0,False,False
iscf10kt-temporal,r0f3,2,GARE5,M2_sqrt,541,1.0,0.0018484288354898336,4.0,0.0073937153419593345,2411.0,2438.4781329672487,2850.0,False,False
iscf10kt-temporal,r0f3,2,GARE6,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,2835.0,2296.2335752108256,2850.0,False,False
iscf10kt-temporal,r0f3,2,GARE7,M2_sqrt,541,0.0,0.0,5.0,0.009242144177449169,2237.0,1227.3673269268486,2850.0,False,False
iscf10kt-temporal,r0f3,2,GARE8,M2_sqrt,541,68.0,0.1256931608133087,1.0,0.0018484288354898336,2818.0,6738.32790743283,2850.0,False,True
iscf10kt-temporal,r0f3,2,GARE9,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,2798.0,2454.734653853697,2850.0,False,False
iscf10kt-temporal,r0f3,2,GARE10,M2_sqrt,541,0.0,0.0,2.0,0.0036968576709796672,2654.0,1446.830358893901,2850.0,False,False
iscf10kt-temporal,r0f3,2,GARE11,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,2780.0,1836.9868601686608,2850.0,False,False
iscf10kt-temporal,r0f3,2,GARE4,M3_empirical,541,2.0,0.0036968576709796672,46.0,0.08502772643253234,2190.0,2284.0411845459894,2850.0,False,False
iscf10kt-temporal,r0f3,2,GARE5,M3_empirical,541,1.0,0.0018484288354898336,17.0,0.031423290203327174,2411.0,2438.4781329672487,2850.0,False,False
iscf10kt-temporal,r0f3,2,GARE6,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,2835.0,2296.2335752108256,2850.0,False,False
iscf10kt-temporal,r0f3,2,GARE7,M3_empirical,541,0.0,0.0,50.0,0.09242144177449169,2237.0,1227.3673269268486,2850.0,False,False
iscf10kt-temporal,r0f3,2,GARE8,M3_empirical,541,inf,inf,1.0,0.0018484288354898336,2818.0,6738.32790743283,2850.0,False,True
iscf10kt-temporal,r0f3,2,GARE9,M3_empirical,541,0.0,0.0,2.0,0.0036968576709796672,2798.0,2454.734653853697,2850.0,False,False
iscf10kt-temporal,r0f3,2,GARE10,M3_empirical,541,0.0,0.0,3.0,0.005545286506469501,2654.0,1446.830358893901,2850.0,False,False
iscf10kt-temporal,r0f3,2,GARE11,M3_empirical,541,0.0,0.0,2.0,0.0036968576709796672,2780.0,1836.9868601686608,2850.0,False,False
iscf10kt-temporal,r0f4,1,GARE4,M1_prop,541,0.0,0.0,11.0,0.02033271719038817,1782.0,653.7206393328701,3155.0,False,False
iscf10kt-temporal,r0f4,1,GARE5,M1_prop,541,1.0,0.0018484288354898336,1.0,0.0018484288354898336,3094.0,3316.4364141765113,3155.0,False,True
iscf10kt-temporal,r0f4,1,GARE6,M1_prop,541,1.0,0.0018484288354898336,1.0,0.0018484288354898336,3153.0,4568.072272411397,3155.0,False,True
iscf10kt-temporal,r0f4,1,GARE7,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,3153.0,1714.0236275191105,3155.0,False,False
iscf10kt-temporal,r0f4,1,GARE8,M1_prop,541,17.0,0.031423290203327174,1.0,0.0018484288354898336,3151.0,7422.120917303683,3155.0,False,True
iscf10kt-temporal,r0f4,1,GARE9,M1_prop,541,2.0,0.0036968576709796672,2.0,0.0036968576709796672,2459.0,3109.1591382904794,3155.0,False,False
iscf10kt-temporal,r0f4,1,GARE10,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,3152.0,1068.275191104934,3155.0,False,False
iscf10kt-temporal,r0f4,1,GARE11,M1_prop,541,0.0,0.0,2.0,0.0036968576709796672,3000.0,1092.1917998610147,3155.0,False,False
iscf10kt-temporal,r0f4,1,GARE4,M2_sqrt,541,0.0,0.0,10.0,0.018484288354898338,1782.0,653.7206393328701,3155.0,False,False
iscf10kt-temporal,r0f4,1,GARE5,M2_sqrt,541,1.0,0.0018484288354898336,1.0,0.0018484288354898336,3094.0,3316.4364141765113,3155.0,False,True
iscf10kt-temporal,r0f4,1,GARE6,M2_sqrt,541,7.0,0.012939001848428836,1.0,0.0018484288354898336,3153.0,4568.072272411397,3155.0,False,True
iscf10kt-temporal,r0f4,1,GARE7,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,3153.0,1714.0236275191105,3155.0,False,False
iscf10kt-temporal,r0f4,1,GARE8,M2_sqrt,541,30.0,0.05545286506469501,1.0,0.0018484288354898336,3151.0,7422.120917303683,3155.0,False,True
iscf10kt-temporal,r0f4,1,GARE9,M2_sqrt,541,3.0,0.005545286506469501,3.0,0.005545286506469501,2459.0,3109.1591382904794,3155.0,False,False
iscf10kt-temporal,r0f4,1,GARE10,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,3152.0,1068.275191104934,3155.0,False,False
iscf10kt-temporal,r0f4,1,GARE11,M2_sqrt,541,0.0,0.0,2.0,0.0036968576709796672,3000.0,1092.1917998610147,3155.0,False,False
iscf10kt-temporal,r0f4,1,GARE4,M3_empirical,541,0.0,0.0,337.0,0.6229205175600739,1782.0,653.7206393328701,3155.0,False,False
iscf10kt-temporal,r0f4,1,GARE5,M3_empirical,541,4.0,0.0073937153419593345,1.0,0.0018484288354898336,3094.0,3316.4364141765113,3155.0,False,True
iscf10kt-temporal,r0f4,1,GARE6,M3_empirical,541,135.0,0.24953789279112754,1.0,0.0018484288354898336,3153.0,4568.072272411397,3155.0,False,True
iscf10kt-temporal,r0f4,1,GARE7,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,3153.0,1714.0236275191105,3155.0,False,False
iscf10kt-temporal,r0f4,1,GARE8,M3_empirical,541,inf,inf,1.0,0.0018484288354898336,3151.0,7422.120917303683,3155.0,False,True
iscf10kt-temporal,r0f4,1,GARE9,M3_empirical,541,30.0,0.05545286506469501,36.0,0.066543438077634,2459.0,3109.1591382904794,3155.0,False,False
iscf10kt-temporal,r0f4,1,GARE10,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,3152.0,1068.275191104934,3155.0,False,False
iscf10kt-temporal,r0f4,1,GARE11,M3_empirical,541,0.0,0.0,7.0,0.012939001848428836,3000.0,1092.1917998610147,3155.0,False,False
iscf10kt-temporal,r0f4,2,GARE4,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,3150.0,629.8040305767895,3155.0,False,False
iscf10kt-temporal,r0f4,2,GARE5,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,3077.0,956.6643502432245,3155.0,False,False
iscf10kt-temporal,r0f4,2,GARE6,M1_prop,541,24.0,0.04436229205175601,1.0,0.0018484288354898336,3119.0,8315.00764419736,3155.0,False,True
iscf10kt-temporal,r0f4,2,GARE7,M1_prop,541,1.0,0.0018484288354898336,1.0,0.0018484288354898336,2710.0,2869.9930507296735,3155.0,False,False
iscf10kt-temporal,r0f4,2,GARE8,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,2802.0,1331.3578874218208,3155.0,False,False
iscf10kt-temporal,r0f4,2,GARE9,M1_prop,541,0.0,0.0,7.0,0.012939001848428836,2279.0,964.6365531619181,3155.0,False,False
iscf10kt-temporal,r0f4,2,GARE10,M1_prop,541,0.0,0.0,2.0,0.0036968576709796672,2654.0,1427.0243224461433,3155.0,False,False
iscf10kt-temporal,r0f4,2,GARE11,M1_prop,541,10.0,0.018484288354898338,1.0,0.0018484288354898336,3153.0,6449.512161223071,3155.0,False,True
iscf10kt-temporal,r0f4,2,GARE4,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,3150.0,629.8040305767895,3155.0,False,False
iscf10kt-temporal,r0f4,2,GARE5,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,3077.0,956.6643502432245,3155.0,False,False
iscf10kt-temporal,r0f4,2,GARE6,M2_sqrt,541,39.0,0.07208872458410351,1.0,0.0018484288354898336,3119.0,8315.00764419736,3155.0,False,True
iscf10kt-temporal,r0f4,2,GARE7,M2_sqrt,541,1.0,0.0018484288354898336,2.0,0.0036968576709796672,2710.0,2869.9930507296735,3155.0,False,False
iscf10kt-temporal,r0f4,2,GARE8,M2_sqrt,541,0.0,0.0,2.0,0.0036968576709796672,2802.0,1331.3578874218208,3155.0,False,False
iscf10kt-temporal,r0f4,2,GARE9,M2_sqrt,541,0.0,0.0,6.0,0.011090573012939002,2279.0,964.6365531619181,3155.0,False,False
iscf10kt-temporal,r0f4,2,GARE10,M2_sqrt,541,0.0,0.0,3.0,0.005545286506469501,2654.0,1427.0243224461433,3155.0,False,False
iscf10kt-temporal,r0f4,2,GARE11,M2_sqrt,541,21.0,0.038817005545286505,1.0,0.0018484288354898336,3153.0,6449.512161223071,3155.0,False,True
iscf10kt-temporal,r0f4,2,GARE4,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,3150.0,629.8040305767895,3155.0,False,False
iscf10kt-temporal,r0f4,2,GARE5,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,3077.0,956.6643502432245,3155.0,False,False
iscf10kt-temporal,r0f4,2,GARE6,M3_empirical,541,inf,inf,1.0,0.0018484288354898336,3119.0,8315.00764419736,3155.0,False,True
iscf10kt-temporal,r0f4,2,GARE7,M3_empirical,541,2.0,0.0036968576709796672,14.0,0.025878003696857672,2710.0,2869.9930507296735,3155.0,False,False
iscf10kt-temporal,r0f4,2,GARE8,M3_empirical,541,0.0,0.0,12.0,0.022181146025878003,2802.0,1331.3578874218208,3155.0,False,False
iscf10kt-temporal,r0f4,2,GARE9,M3_empirical,541,0.0,0.0,88.0,0.16266173752310537,2279.0,964.6365531619181,3155.0,False,False
iscf10kt-temporal,r0f4,2,GARE10,M3_empirical,541,0.0,0.0,17.0,0.031423290203327174,2654.0,1427.0243224461433,3155.0,False,False
iscf10kt-temporal,r0f4,2,GARE11,M3_empirical,541,inf,inf,1.0,0.0018484288354898336,3153.0,6449.512161223071,3155.0,False,True
