variant,fold,k,station,W_tr,W_te,T_s_stored,Tn,ratio_asrun,ratio_norm,share,viol_asrun_flag,viol_norm_flag,train_viol_flag
t1000,4,1,GARE8,230.0,183.0,340.0,396,0.5382,0.4621,0.06359,0,0,0
t1000,4,1,GARE9,274.0,132.0,340.0,396,0.3882,0.3333,0.04587,0,0,0
t1000,4,1,GARE10,340.0,315.0,340.0,396,0.9265,0.7955,0.10945,0,0,0
t1000,4,1,GARE11,338.0,1363.0,340.0,396,4.0088,3.4419,0.47359,1,1,0
t1000,4,2,GARE4,288.0,258.0,340.0,396,0.7588,0.6515,0.08965,0,0,0
t1000,4,2,GARE5,293.0,99.0,340.0,396,0.2912,0.25,0.0344,0,0,0
t1000,4,2,GARE6,298.0,189.0,340.0,396,0.5559,0.4773,0.06567,0,0,0
t1000,4,2,GARE7,275.0,97.0,340.0,396,0.2853,0.2449,0.0337,0,0,0
t1000,4,2,GARE8,334.0,404.0,340.0,396,1.1882,1.0202,0.14038,1,1,0
t1000,4,2,GARE9,337.0,616.0,340.0,396,1.8118,1.5556,0.21404,1,1,0
t1000,4,2,GARE10,331.0,299.0,340.0,396,0.8794,0.7551,0.10389,0,0,0
t1000,4,2,GARE11,316.0,916.0,340.0,396,2.6941,2.3131,0.31828,1,1,0
t1000,4,3,GARE4,340.0,159.0,340.0,396,0.4676,0.4015,0.05525,0,0,0
t1000,4,3,GARE5,339.0,759.0,340.0,396,2.2324,1.9167,0.26372,1,1,0
t1000,4,3,GARE6,285.0,184.0,340.0,396,0.5412,0.4646,0.06393,0,0,0
t1000,4,3,GARE7,331.0,979.0,340.0,396,2.8794,2.4722,0.34017,1,1,0
t1000,4,3,GARE8,340.0,383.0,340.0,396,1.1265,0.9672,0.13308,1,0,0
t1000,4,3,GARE9,337.0,81.0,340.0,396,0.2382,0.2045,0.02814,0,0,0
t1000,4,3,GARE10,275.0,197.0,340.0,396,0.5794,0.4975,0.06845,0,0,0
t1000,4,3,GARE11,225.0,136.0,340.0,396,0.4,0.3434,0.04726,0,0,0
t1000,4,4,GARE4,315.0,291.0,340.0,396,0.8559,0.7348,0.10111,0,0,0
t1000,4,4,GARE5,197.0,194.0,340.0,396,0.5706,0.4899,0.06741,0,0,0
t1000,4,4,GARE6,320.0,105.0,340.0,396,0.3088,0.2652,0.03648,0,0,0
t1000,4,4,GARE7,338.0,233.0,340.0,396,0.6853,0.5884,0.08096,0,0,0
t1000,4,4,GARE8,336.0,94.0,340.0,396,0.2765,0.2374,0.03266,0,0,0
t1000,4,4,GARE9,325.0,477.0,340.0,396,1.4029,1.2045,0.16574,1,1,0
t1000,4,4,GARE10,316.0,748.0,340.0,396,2.2,1.8889,0.2599,1,1,0
t1000,4,4,GARE11,325.0,736.0,340.0,396,2.1647,1.8586,0.25573,1,1,0
t1000,4,6,GARE4,226.0,113.0,340.0,396,0.3324,0.2854,0.03926,0,0,0
t1000,4,6,GARE5,339.0,1147.0,340.0,396,3.3735,2.8965,0.39854,1,1,0
t1000,4,6,GARE6,286.0,308.0,340.0,396,0.9059,0.7778,0.10702,0,0,0
t1000,4,6,GARE7,320.0,95.0,340.0,396,0.2794,0.2399,0.03301,0,0,0
t1000,4,6,GARE8,339.0,145.0,340.0,396,0.4265,0.3662,0.05038,0,0,0
t1000,4,6,GARE9,339.0,244.0,340.0,396,0.7176,0.6162,0.08478,0,0,0
t1000,4,6,GARE10,293.0,434.0,340.0,396,1.2765,1.096,0.1508,1,1,0
t1000,4,6,GARE11,330.0,392.0,340.0,396,1.1529,0.9899,0.13621,1,0,0
t2000,0,1,GARE4,762.0,1303.0,762.0,1648,1.71,0.7907,0.10876,1,0,0
t2000,0,1,GARE5,683.0,1239.0,762.0,1648,1.626,0.7518,0.10342,1,0,0
t2000,0,1,GARE6,419.0,550.0,762.0,1648,0.7218,0.3337,0.04591,0,0,0
t2000,0,1,GARE7,653.0,1379.0,762.0,1648,1.8097,0.8368,0.11511,1,0,0
t2000,0,1,GARE8,745.0,1512.0,762.0,1648,1.9843,0.9175,0.12621,1,0,0
t2000,0,1,GARE9,755.0,1597.0,762.0,1648,2.0958,0.9691,0.13331,1,0,0
t2000,0,1,GARE10,761.0,1859.0,762.0,1648,2.4396,1.128,0.15518,1,1,0
t2000,0,1,GARE11,762.0,2541.0,762.0,1648,3.3346,1.5419,0.2121,1,1,0
t2000,0,2,GARE4,761.0,1230.0,762.0,1648,1.6142,0.7464,0.10267,1,0,0
t2000,0,2,GARE5,539.0,930.0,762.0,1648,1.2205,0.5643,0.07763,1,0,0
t2000,0,2,GARE6,756.0,1646.0,762.0,1648,2.1601,0.9988,0.1374,1,0,0
t2000,0,2,GARE7,707.0,1393.0,762.0,1648,1.8281,0.8453,0.11628,1,0,0
t2000,0,2,GARE8,611.0,1431.0,762.0,1648,1.878,0.8683,0.11945,1,0,0
t2000,0,2,GARE9,710.0,2030.0,762.0,1648,2.664,1.2318,0.16945,1,1,0
t2000,0,2,GARE10,703.0,1181.0,762.0,1648,1.5499,0.7166,0.09858,1,0,0
t2000,0,2,GARE11,753.0,2139.0,762.0,1648,2.8071,1.2979,0.17855,1,1,0
t2000,0,3,GARE4,664.0,1152.0,762.0,1648,1.5118,0.699,0.09616,1,0,0
t2000,0,3,GARE5,760.0,2182.0,762.0,1648,2.8635,1.324,0.18214,1,1,0
t2000,0,3,GARE6,762.0,2139.0,762.0,1648,2.8071,1.2979,0.17855,1,1,0
t2000,0,3,GARE7,752.0,1546.0,762.0,1648,2.0289,0.9381,0.12905,1,0,0
t2000,0,3,GARE8,649.0,1559.0,762.0,1648,2.0459,0.946,0.13013,1,0,0
t2000,0,3,GARE9,759.0,1340.0,762.0,1648,1.7585,0.8131,0.11185,1,0,0
t2000,0,3,GARE10,544.0,843.0,762.0,1648,1.1063,0.5115,0.07037,1,0,0
t2000,0,3,GARE11,650.0,1219.0,762.0,1648,1.5997,0.7397,0.10175,1,0,0
t2000,0,4,GARE4,406.0,622.0,762.0,1648,0.8163,0.3774,0.05192,0,0,0
t2000,0,4,GARE5,736.0,1671.0,762.0,1648,2.1929,1.014,0.13948,1,1,0
t2000,0,4,GARE6,673.0,1151.0,762.0,1648,1.5105,0.6984,0.09608,1,0,0
t2000,0,4,GARE7,753.0,2287.0,762.0,1648,3.0013,1.3877,0.1909,1,1,0
t2000,0,4,GARE8,759.0,1289.0,762.0,1648,1.6916,0.7822,0.1076,1,0,0
t2000,0,4,GARE9,753.0,1396.0,762.0,1648,1.832,0.8471,0.11653,1,0,0
t2000,0,4,GARE10,757.0,1501.0,762.0,1648,1.9698,0.9108,0.12529,1,0,0
t2000,0,4,GARE11,703.0,2063.0,762.0,1648,2.7073,1.2518,0.1722,1,1,0
t2000,0,6,GARE4,621.0,1207.0,762.0,1648,1.584,0.7324,0.10075,1,0,0
t2000,0,6,GARE5,755.0,2627.0,762.0,1648,3.4475,1.5941,0.21928,1,1,0
t2000,0,6,GARE6,741.0,1907.0,762.0,1648,2.5026,1.1572,0.15918,1,1,0
t2000,0,6,GARE7,539.0,826.0,762.0,1648,1.084,0.5012,0.06895,1,0,0
t2000,0,6,GARE8,761.0,1451.0,762.0,1648,1.9042,0.8805,0.12112,1,0,0
t2000,0,6,GARE9,751.0,1678.0,762.0,1648,2.2021,1.0182,0.14007,1,1,0
t2000,0,6,GARE10,669.0,1035.0,762.0,1648,1.3583,0.628,0.08639,1,0,0
t2000,0,6,GARE11,703.0,1249.0,762.0,1648,1.6391,0.7579,0.10426,1,0,0
t2000,1,1,GARE4,725.0,1400.0,726.0,1339,1.9284,1.0456,0.1438,1,1,0
t2000,1,1,GARE5,595.0,765.0,726.0,1339,1.0537,0.5713,0.07857,1,0,0
t2000,1,1,GARE6,725.0,1916.0,726.0,1339,2.6391,1.4309,0.1968,1,1,0
t2000,1,1,GARE7,725.0,1240.0,726.0,1339,1.708,0.9261,0.12736,1,0,0
t2000,1,1,GARE8,726.0,1989.0,726.0,1339,2.7397,1.4854,0.20429,1,1,0
t2000,1,1,GARE9,454.0,580.0,726.0,1339,0.7989,0.4332,0.05957,0,0,0
t2000,1,1,GARE10,704.0,876.0,726.0,1339,1.2066,0.6542,0.08998,1,0,0
t2000,1,1,GARE11,623.0,970.0,726.0,1339,1.3361,0.7244,0.09963,1,0,0
t2000,1,2,GARE4,716.0,1072.0,726.0,1339,1.4766,0.8006,0.11011,1,0,0
t2000,1,2,GARE5,715.0,1521.0,726.0,1339,2.095,1.1359,0.15622,1,1,0
t2000,1,2,GARE6,726.0,894.0,726.0,1339,1.2314,0.6677,0.09182,1,0,0
t2000,1,2,GARE7,375.0,560.0,726.0,1339,0.7713,0.4182,0.05752,0,0,0
t2000,1,2,GARE8,701.0,2120.0,726.0,1339,2.9201,1.5833,0.21775,1,1,0
t2000,1,2,GARE9,705.0,1655.0,726.0,1339,2.2796,1.236,0.16999,1,1,0
t2000,1,2,GARE10,647.0,886.0,726.0,1339,1.2204,0.6617,0.091,1,0,0
t2000,1,2,GARE11,692.0,1028.0,726.0,1339,1.416,0.7677,0.10559,1,0,0
t2000,1,3,GARE4,677.0,1000.0,726.0,1339,1.3774,0.7468,0.10271,1,0,0
t2000,1,3,GARE5,726.0,1036.0,726.0,1339,1.427,0.7737,0.10641,1,0,0
t2000,1,3,GARE6,722.0,1796.0,726.0,1339,2.4738,1.3413,0.18447,1,1,0
t2000,1,3,GARE7,717.0,962.0,726.0,1339,1.3251,0.7184,0.09881,1,0,0
t2000,1,3,GARE8,629.0,1176.0,726.0,1339,1.6198,0.8783,0.12079,1,0,0
t2000,1,3,GARE9,716.0,2101.0,726.0,1339,2.8939,1.5691,0.2158,1,1,0
t2000,1,3,GARE10,725.0,1130.0,726.0,1339,1.5565,0.8439,0.11606,1,0,0
t2000,1,3,GARE11,365.0,535.0,726.0,1339,0.7369,0.3996,0.05495,0,0,0
t2000,1,4,GARE4,706.0,1005.0,726.0,1339,1.3843,0.7506,0.10323,1,0,0
t2000,1,4,GARE5,653.0,867.0,726.0,1339,1.1942,0.6475,0.08905,1,0,0
t2000,1,4,GARE6,721.0,2145.0,726.0,1339,2.9545,1.6019,0.22032,1,1,0
t2000,1,4,GARE7,510.0,1135.0,726.0,1339,1.5634,0.8476,0.11658,1,0,0
t2000,1,4,GARE8,725.0,1062.0,726.0,1339,1.4628,0.7931,0.10908,1,0,0
t2000,1,4,GARE9,724.0,1365.0,726.0,1339,1.8802,1.0194,0.1402,1,1,0
t2000,1,4,GARE10,721.0,1448.0,726.0,1339,1.9945,1.0814,0.14873,1,1,0
t2000,1,4,GARE11,517.0,709.0,726.0,1339,0.9766,0.5295,0.07282,0,0,0
t2000,1,6,GARE4,724.0,1380.0,726.0,1339,1.9008,1.0306,0.14174,1,1,0
t2000,1,6,GARE5,597.0,948.0,726.0,1339,1.3058,0.708,0.09737,1,0,0
t2000,1,6,GARE6,507.0,708.0,726.0,1339,0.9752,0.5288,0.07272,0,0,0
t2000,1,6,GARE7,719.0,1078.0,726.0,1339,1.4848,0.8051,0.11072,1,0,0
t2000,1,6,GARE8,724.0,2103.0,726.0,1339,2.8967,1.5706,0.216,1,1,0
t2000,1,6,GARE9,598.0,836.0,726.0,1339,1.1515,0.6243,0.08587,1,0,0
t2000,1,6,GARE10,692.0,943.0,726.0,1339,1.2989,0.7043,0.09686,1,0,0
t2000,1,6,GARE11,716.0,1740.0,726.0,1339,2.3967,1.2995,0.17872,1,1,0
t2000,2,1,GARE4,703.0,1067.0,729.0,1022,1.4636,1.044,0.14361,1,1,0
t2000,2,1,GARE5,715.0,1438.0,729.0,1022,1.9726,1.407,0.19354,1,1,0
t2000,2,1,GARE6,475.0,471.0,729.0,1022,0.6461,0.4609,0.06339,0,0,0
t2000,2,1,GARE7,542.0,582.0,729.0,1022,0.7984,0.5695,0.07833,0,0,0
t2000,2,1,GARE8,721.0,722.0,729.0,1022,0.9904,0.7065,0.09717,0,0,0
t2000,2,1,GARE9,729.0,1716.0,729.0,1022,2.3539,1.6791,0.23096,1,1,0
t2000,2,1,GARE10,718.0,703.0,729.0,1022,0.9643,0.6879,0.09462,0,0,0
t2000,2,1,GARE11,698.0,731.0,729.0,1022,1.0027,0.7153,0.09838,1,0,0
t2000,2,2,GARE4,604.0,557.0,729.0,1022,0.7641,0.545,0.07497,0,0,0
t2000,2,2,GARE5,727.0,1904.0,729.0,1022,2.6118,1.863,0.25626,1,1,0
t2000,2,2,GARE6,490.0,469.0,729.0,1022,0.6433,0.4589,0.06312,0,0,0
t2000,2,2,GARE7,719.0,842.0,729.0,1022,1.155,0.8239,0.11332,1,0,0
t2000,2,2,GARE8,650.0,938.0,729.0,1022,1.2867,0.9178,0.12624,1,0,0
t2000,2,2,GARE9,653.0,1449.0,729.0,1022,1.9877,1.4178,0.19502,1,1,0
t2000,2,2,GARE10,729.0,603.0,729.0,1022,0.8272,0.59,0.08116,0,0,0
t2000,2,2,GARE11,729.0,668.0,729.0,1022,0.9163,0.6536,0.08991,0,0,0
t2000,2,3,GARE4,726.0,1505.0,729.0,1022,2.0645,1.4726,0.20256,1,1,0
t2000,2,3,GARE5,548.0,667.0,729.0,1022,0.915,0.6526,0.08977,0,0,0
t2000,2,3,GARE6,728.0,718.0,729.0,1022,0.9849,0.7025,0.09664,0,0,0
t2000,2,3,GARE7,729.0,715.0,729.0,1022,0.9808,0.6996,0.09623,0,0,0
t2000,2,3,GARE8,724.0,1754.0,729.0,1022,2.406,1.7162,0.23607,1,1,0
t2000,2,3,GARE9,726.0,705.0,729.0,1022,0.9671,0.6898,0.09489,0,0,0
t2000,2,3,GARE10,696.0,925.0,729.0,1022,1.2689,0.9051,0.1245,1,0,0
t2000,2,3,GARE11,424.0,441.0,729.0,1022,0.6049,0.4315,0.05935,0,0,0
t2000,2,4,GARE4,727.0,950.0,729.0,1022,1.3032,0.9295,0.12786,1,0,0
t2000,2,4,GARE5,725.0,755.0,729.0,1022,1.0357,0.7387,0.10162,1,0,0
t2000,2,4,GARE6,727.0,824.0,729.0,1022,1.1303,0.8063,0.1109,1,0,0
t2000,2,4,GARE7,695.0,1750.0,729.0,1022,2.4005,1.7123,0.23553,1,1,0
t2000,2,4,GARE8,722.0,1559.0,729.0,1022,2.1385,1.5254,0.20983,1,1,0
t2000,2,4,GARE9,705.0,629.0,729.0,1022,0.8628,0.6155,0.08466,0,0,0
t2000,2,4,GARE10,685.0,581.0,729.0,1022,0.797,0.5685,0.0782,0,0,0
t2000,2,4,GARE11,315.0,382.0,729.0,1022,0.524,0.3738,0.05141,0,0,0
t2000,2,6,GARE4,701.0,736.0,729.0,1022,1.0096,0.7202,0.09906,1,0,0
t2000,2,6,GARE5,624.0,515.0,729.0,1022,0.7064,0.5039,0.06931,0,0,0
t2000,2,6,GARE6,618.0,897.0,729.0,1022,1.2305,0.8777,0.12073,1,0,0
t2000,2,6,GARE7,707.0,1011.0,729.0,1022,1.3868,0.9892,0.13607,1,0,0
t2000,2,6,GARE8,584.0,608.0,729.0,1022,0.834,0.5949,0.08183,0,0,0
t2000,2,6,GARE9,697.0,1658.0,729.0,1022,2.2743,1.6223,0.22315,1,1,0
t2000,2,6,GARE10,729.0,1450.0,729.0,1022,1.989,1.4188,0.19515,1,1,0
t2000,2,6,GARE11,641.0,555.0,729.0,1022,0.7613,0.5431,0.0747,0,0,0
t2000,3,1,GARE4,513.0,300.0,707.0,702,0.4243,0.4274,0.05884,0,0,0
t2000,3,1,GARE5,667.0,1008.0,707.0,702,1.4257,1.4359,0.19769,1,1,0
t2000,3,1,GARE6,595.0,394.0,707.0,702,0.5573,0.5613,0.07727,0,0,0
t2000,3,1,GARE7,704.0,436.0,707.0,702,0.6167,0.6211,0.08551,0,0,0
t2000,3,1,GARE8,552.0,197.0,707.0,702,0.2786,0.2806,0.03864,0,0,0
t2000,3,1,GARE9,706.0,1458.0,707.0,702,2.0622,2.0769,0.28594,1,1,0
t2000,3,1,GARE10,700.0,788.0,707.0,702,1.1146,1.1225,0.15454,1,1,0
t2000,3,1,GARE11,704.0,518.0,707.0,702,0.7327,0.7379,0.10159,0,0,0
t2000,3,2,GARE4,699.0,749.0,707.0,702,1.0594,1.067,0.14689,1,1,0
t2000,3,2,GARE5,578.0,325.0,707.0,702,0.4597,0.463,0.06374,0,0,0
t2000,3,2,GARE6,340.0,214.0,707.0,702,0.3027,0.3048,0.04197,0,0,0
t2000,3,2,GARE7,702.0,1329.0,707.0,702,1.8798,1.8932,0.26064,1,1,0
t2000,3,2,GARE8,706.0,1275.0,707.0,702,1.8034,1.8162,0.25005,1,1,0
t2000,3,2,GARE9,706.0,409.0,707.0,702,0.5785,0.5826,0.08021,0,0,0
t2000,3,2,GARE10,703.0,332.0,707.0,702,0.4696,0.4729,0.06511,0,0,0
t2000,3,2,GARE11,707.0,466.0,707.0,702,0.6591,0.6638,0.09139,0,0,0
t2000,3,3,GARE4,707.0,1081.0,707.0,702,1.529,1.5399,0.212,1,1,0
t2000,3,3,GARE5,707.0,453.0,707.0,702,0.6407,0.6453,0.08884,0,0,0
t2000,3,3,GARE6,707.0,431.0,707.0,702,0.6096,0.614,0.08453,0,0,0
t2000,3,3,GARE7,587.0,274.0,707.0,702,0.3876,0.3903,0.05374,0,0,0
t2000,3,3,GARE8,693.0,1407.0,707.0,702,1.9901,2.0043,0.27594,1,1,0
t2000,3,3,GARE9,706.0,389.0,707.0,702,0.5502,0.5541,0.07629,0,0,0
t2000,3,3,GARE10,703.0,835.0,707.0,702,1.181,1.1895,0.16376,1,1,0
t2000,3,3,GARE11,331.0,229.0,707.0,702,0.3239,0.3262,0.04491,0,0,0
t2000,3,4,GARE4,705.0,1330.0,707.0,702,1.8812,1.8946,0.26084,1,1,0
t2000,3,4,GARE5,683.0,1332.0,707.0,702,1.884,1.8974,0.26123,1,1,0
t2000,3,4,GARE6,659.0,354.0,707.0,702,0.5007,0.5043,0.06943,0,0,0
t2000,3,4,GARE7,675.0,390.0,707.0,702,0.5516,0.5556,0.07649,0,0,0
t2000,3,4,GARE8,694.0,287.0,707.0,702,0.4059,0.4088,0.05629,0,0,0
t2000,3,4,GARE9,699.0,543.0,707.0,702,0.768,0.7735,0.10649,0,0,0
t2000,3,4,GARE10,685.0,656.0,707.0,702,0.9279,0.9345,0.12865,0,0,0
t2000,3,4,GARE11,341.0,207.0,707.0,702,0.2928,0.2949,0.0406,0,0,0
t2000,3,6,GARE4,682.0,1469.0,707.0,702,2.0778,2.0926,0.2881,1,1,0
t2000,3,6,GARE5,608.0,550.0,707.0,702,0.7779,0.7835,0.10786,0,0,0
t2000,3,6,GARE6,651.0,319.0,707.0,702,0.4512,0.4544,0.06256,0,0,0
t2000,3,6,GARE7,707.0,494.0,707.0,702,0.6987,0.7037,0.09688,0,0,0
t2000,3,6,GARE8,683.0,1001.0,707.0,702,1.4158,1.4259,0.19631,1,1,0
t2000,3,6,GARE9,670.0,639.0,707.0,702,0.9038,0.9103,0.12532,0,0,0
t2000,3,6,GARE10,464.0,260.0,707.0,702,0.3678,0.3704,0.05099,0,0,0
t2000,3,6,GARE11,676.0,367.0,707.0,702,0.5191,0.5228,0.07197,0,0,0
t2000,4,1,GARE4,689.0,1064.0,691.0,396,1.5398,2.6869,0.3697,1,1,0
t2000,4,1,GARE5,691.0,139.0,691.0,396,0.2012,0.351,0.0483,0,0,0
t2000,4,1,GARE6,683.0,282.0,691.0,396,0.4081,0.7121,0.09798,0,0,0
t2000,4,1,GARE7,513.0,141.0,691.0,396,0.2041,0.3561,0.04899,0,0,0
t2000,4,1,GARE8,690.0,370.0,691.0,396,0.5355,0.9343,0.12856,0,0,0
t2000,4,1,GARE9,631.0,619.0,691.0,396,0.8958,1.5631,0.21508,0,1,0
t2000,4,1,GARE10,691.0,170.0,691.0,396,0.246,0.4293,0.05907,0,0,0
t2000,4,1,GARE11,433.0,93.0,691.0,396,0.1346,0.2348,0.03231,0,0,0
t2000,4,2,GARE4,689.0,145.0,691.0,396,0.2098,0.3662,0.05038,0,0,0
t2000,4,2,GARE5,684.0,256.0,691.0,396,0.3705,0.6465,0.08895,0,0,0
t2000,4,2,GARE6,322.0,85.0,691.0,396,0.123,0.2146,0.02953,0,0,0
t2000,4,2,GARE7,682.0,1121.0,691.0,396,1.6223,2.8308,0.38951,1,1,0
t2000,4,2,GARE8,660.0,179.0,691.0,396,0.259,0.452,0.0622,0,0,0
t2000,4,2,GARE9,657.0,128.0,691.0,396,0.1852,0.3232,0.04448,0,0,0
t2000,4,2,GARE10,644.0,215.0,691.0,396,0.3111,0.5429,0.0747,0,0,0
t2000,4,2,GARE11,683.0,749.0,691.0,396,1.0839,1.8914,0.26025,1,1,0
t2000,4,3,GARE4,685.0,96.0,691.0,396,0.1389,0.2424,0.03336,0,0,0
t2000,4,3,GARE5,499.0,121.0,691.0,396,0.1751,0.3056,0.04204,0,0,0
t2000,4,3,GARE6,554.0,105.0,691.0,396,0.152,0.2652,0.03648,0,0,0
t2000,4,3,GARE7,691.0,582.0,691.0,396,0.8423,1.4697,0.20222,0,1,0
t2000,4,3,GARE8,684.0,1209.0,691.0,396,1.7496,3.053,0.42008,1,1,0
t2000,4,3,GARE9,635.0,382.0,691.0,396,0.5528,0.9646,0.13273,0,0,0
t2000,4,3,GARE10,690.0,260.0,691.0,396,0.3763,0.6566,0.09034,0,0,0
t2000,4,3,GARE11,583.0,123.0,691.0,396,0.178,0.3106,0.04274,0,0,0
t2000,4,4,GARE4,681.0,454.0,691.0,396,0.657,1.1465,0.15775,0,1,0
t2000,4,4,GARE5,553.0,91.0,691.0,396,0.1317,0.2298,0.03162,0,0,0
t2000,4,4,GARE6,522.0,131.0,691.0,396,0.1896,0.3308,0.04552,0,0,0
t2000,4,4,GARE7,685.0,173.0,691.0,396,0.2504,0.4369,0.06011,0,0,0
t2000,4,4,GARE8,580.0,114.0,691.0,396,0.165,0.2879,0.03961,0,0,0
t2000,4,4,GARE9,679.0,115.0,691.0,396,0.1664,0.2904,0.03996,0,0,0
t2000,4,4,GARE10,631.0,1168.0,691.0,396,1.6903,2.9495,0.40584,1,1,0
t2000,4,4,GARE11,690.0,632.0,691.0,396,0.9146,1.596,0.2196,0,1,0
t2000,4,6,GARE4,588.0,451.0,691.0,396,0.6527,1.1389,0.15671,0,1,0
t2000,4,6,GARE5,691.0,138.0,691.0,396,0.1997,0.3485,0.04795,0,0,0
t2000,4,6,GARE6,661.0,320.0,691.0,396,0.4631,0.8081,0.11119,0,0,0
t2000,4,6,GARE7,641.0,114.0,691.0,396,0.165,0.2879,0.03961,0,0,0
t2000,4,6,GARE8,691.0,1191.0,691.0,396,1.7236,3.0076,0.41383,1,1,0
t2000,4,6,GARE9,688.0,273.0,691.0,396,0.3951,0.6894,0.09486,0,0,0
t2000,4,6,GARE10,686.0,258.0,691.0,396,0.3734,0.6515,0.08965,0,0,0
t2000,4,6,GARE11,375.0,133.0,691.0,396,0.1925,0.3359,0.04621,0,0,0
