dataset_id,kind,catalogue_size,stations,orders,origin,n,horizon_multiple,arm,delta,nu,eligibility,scenarios,inactive_products,mean_lines_per_order,expected_block_lines,reference_eta,reference_eta_exact,reference_feasible_at_delta,smallest_grid_delta_admitting_reference,noise_scale_pp
syn_50sku_seed1012,synthetic,50,5,2478,1734,25,1/2,HIST+ACT,0.01,0.01,,70,0,10.0646,251.6,0.05189971614450184,29437/567190,False,,2.5217
syn_50sku_seed1012,synthetic,50,5,2478,1734,50,1,NOM,0.01,0.01,,35,0,10.0646,503.2,0.0,0,True,0,1.7831
syn_50sku_seed1012,synthetic,50,5,2478,1734,50,1,TIGHT,0.01,0.01,,35,0,10.0646,503.2,0.0,0,True,0,1.7831
syn_50sku_seed1012,synthetic,50,5,2478,1734,50,1,HIST,0.01,0.01,,35,0,10.0646,503.2,0.03969602337840935,27711/698080,False,0.05,1.7831
syn_50sku_seed1012,synthetic,50,5,2478,1734,50,1,HIST+ACT,0.01,0.01,,35,0,10.0646,503.2,0.03969602337840935,27711/698080,False,0.05,1.7831
syn_50sku_seed1012,synthetic,50,5,2478,1734,100,2,NOM,0.01,0.01,,18,0,10.0646,1006.5,0.0,0,True,0,1.2608
syn_50sku_seed1012,synthetic,50,5,2478,1734,100,2,TIGHT,0.01,0.01,,18,0,10.0646,1006.5,0.0,0,True,0,1.2608
syn_50sku_seed1012,synthetic,50,5,2478,1734,100,2,HIST,0.01,0.01,,18,0,10.0646,1006.5,0.025460423537285143,149741/5881324,False,0.05,1.2608
syn_50sku_seed1012,synthetic,50,5,2478,1734,100,2,HIST+ACT,0.01,0.01,,18,0,10.0646,1006.5,0.025460423537285143,149741/5881324,False,0.05,1.2608
BERNER,industrial,21874,24,284862,199403,10937,1/2,NOM,0.01,0.01,,19,715,5.3574,58594.2,0.0,0,True,0,0.0826
BERNER,industrial,21874,24,284862,199403,10937,1/2,TIGHT,0.01,0.01,,19,715,5.3574,58594.2,0.0,0,True,0,0.0826
BERNER,industrial,21874,24,284862,199403,10937,1/2,HIST,0.01,0.01,,19,715,5.3574,58594.2,0.0169815369597373,923693198/54393969179,False,0.02,0.0826
BERNER,industrial,21874,24,284862,199403,10937,1/2,HIST+ACT,0.01,0.01,,19,715,5.3574,58594.2,0.017026074081752298,7408634971/435134660840,False,0.02,0.0826
BERNER,industrial,21874,24,284862,199403,21874,1,NOM,0.01,0.01,,10,715,5.3574,117188.4,0.0,0,True,0,0.0584
BERNER,industrial,21874,24,284862,199403,21874,1,TIGHT,0.01,0.01,,10,715,5.3574,117188.4,0.0,0,True,0,0.0584
BERNER,industrial,21874,24,284862,199403,21874,1,HIST,0.01,0.01,,10,715,5.3574,117188.4,0.016290694000398568,923010157/56658737619,False,0.02,0.0584
BERNER,industrial,21874,24,284862,199403,21874,1,HIST+ACT,0.01,0.01,,10,715,5.3574,117188.4,0.016290694000398568,923010157/56658737619,False,0.02,0.0584
BERNER,industrial,21874,24,284862,199403,43748,2,NOM,0.01,0.01,,5,715,5.3574,234376.7,0.0,0,True,0,0.0413
BERNER,industrial,21874,24,284862,199403,43748,2,TIGHT,0.01,0.01,,5,715,5.3574,234376.7,0.0,0,True,0,0.0413
BERNER,industrial,21874,24,284862,199403,43748,2,HIST,0.01,0.01,,5,715,5.3574,234376.7,0.014747024020589151,3470854418/235359650405,False,0.02,0.0413
BERNER,industrial,21874,24,284862,199403,43748,2,HIST+ACT,0.01,0.01,,5,715,5.3574,234376.7,0.014747024020589151,3470854418/235359650405,False,0.02,0.0413
