campaign,catalogue_size,n,baseline,arm,delta,nu,tightening,solve_mode,paired_instances,joint_pass_mean_diff,joint_pass_median_diff,joint_pass_instances_better,joint_pass_instances_worse,joint_pass_instances_equal,joint_pass_paired_n,violation_count_mean_diff,violation_count_median_diff,violation_count_instances_better,violation_count_instances_worse,violation_count_instances_equal,violation_count_paired_n,worst_excess_pp_mean_diff,worst_excess_pp_median_diff,worst_excess_pp_instances_better,worst_excess_pp_instances_worse,worst_excess_pp_instances_equal,worst_excess_pp_paired_n,mean_visits_mean_diff,mean_visits_median_diff,mean_visits_instances_better,mean_visits_instances_worse,mean_visits_instances_equal,mean_visits_paired_n,positive_excess_sum_mean_diff,positive_excess_sum_median_diff,positive_excess_sum_instances_better,positive_excess_sum_instances_worse,positive_excess_sum_instances_equal,positive_excess_sum_paired_n,activation_mass_mean_diff,activation_mass_median_diff,activation_mass_instances_better,activation_mass_instances_worse,activation_mass_instances_equal,activation_mass_paired_n,station_novelty_count_mean_diff,station_novelty_count_median_diff,station_novelty_count_instances_better,station_novelty_count_instances_worse,station_novelty_count_instances_equal,station_novelty_count_paired_n
ts_d02_20260912,50,100,TIGHT,NOM,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-2.0,-2.0,1,0,0,1,-2.4346727060475164,-2.4346727060475164,1,0,0,1,-0.07000000000000028,-0.07000000000000028,1,0,0,1,-0.05270104307978151,-0.05270104307978151,1,0,0,1,0.0,0.0,,,1,1,0.0,0.0,0,0,1,1
ts_d02_20260912,500,250,NOM,HIST,0.02,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-2.0,-2.0,1,0,0,1,-0.10871540285048271,-0.10871540285048271,1,0,0,1,0.06400000000000006,0.06400000000000006,0,1,0,1,-0.0012358298331685404,-0.0012358298331685404,1,0,0,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,500,250,NOM,HIST+ACT,0.02,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-2.0,-2.0,1,0,0,1,-0.10871540285048271,-0.10871540285048271,1,0,0,1,0.06400000000000006,0.06400000000000006,0,1,0,1,-0.0012358298331685404,-0.0012358298331685404,1,0,0,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,500,250,NOM,TIGHT,0.02,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-2.0,-2.0,1,0,0,1,-0.10871540285048271,-0.10871540285048271,1,0,0,1,0.04400000000000004,0.04400000000000004,0,1,0,1,-0.0012358298331685404,-0.0012358298331685404,1,0,0,1,0.0,0.0,,,1,1,0.0,0.0,0,0,1,1
ts_d02_20260912,500,250,TIGHT,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.020000000000000018,0.020000000000000018,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,500,250,TIGHT,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.020000000000000018,0.020000000000000018,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,500,250,TIGHT,NOM,0.02,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,2.0,2.0,0,1,0,1,0.10871540285048271,0.10871540285048271,0,1,0,1,-0.04400000000000004,-0.04400000000000004,1,0,0,1,0.0012358298331685404,0.0012358298331685404,0,1,0,1,0.0,0.0,,,1,1,0.0,0.0,0,0,1,1
ts_d02_20260912,500,500,NOM,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.06000000000000005,0.06000000000000005,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,500,500,NOM,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.06000000000000005,0.06000000000000005,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,500,500,NOM,TIGHT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.01200000000000001,0.01200000000000001,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,0.0,0.0,0,0,1,1
ts_d02_20260912,500,500,TIGHT,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.04800000000000004,0.04800000000000004,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,500,500,TIGHT,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.04800000000000004,0.04800000000000004,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,500,500,TIGHT,NOM,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,-0.01200000000000001,-0.01200000000000001,1,0,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,0.0,0.0,0,0,1,1
ts_d02_20260912,500,1000,NOM,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.02499999999999991,0.02499999999999991,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,500,1000,NOM,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.02499999999999991,0.02499999999999991,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,500,1000,NOM,TIGHT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,-0.01100000000000012,-0.01100000000000012,1,0,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,0.0,0.0,0,0,1,1
ts_d02_20260912,500,1000,TIGHT,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.03600000000000003,0.03600000000000003,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,500,1000,TIGHT,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.03600000000000003,0.03600000000000003,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,500,1000,TIGHT,NOM,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.01100000000000012,0.01100000000000012,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,0.0,0.0,0,0,1,1
ts_d02_20260912,1000,500,NOM,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.06400000000000006,0.06400000000000006,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-4.0,-4.0,1,0,0,1
ts_d02_20260912,1000,500,NOM,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.06400000000000006,0.06400000000000006,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-4.0,-4.0,1,0,0,1
ts_d02_20260912,1000,500,NOM,TIGHT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.04999999999999982,0.04999999999999982,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,0.0,0.0,0,0,1,1
ts_d02_20260912,1000,500,TIGHT,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.014000000000000234,0.014000000000000234,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-4.0,-4.0,1,0,0,1
ts_d02_20260912,1000,500,TIGHT,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.014000000000000234,0.014000000000000234,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-4.0,-4.0,1,0,0,1
ts_d02_20260912,1000,500,TIGHT,NOM,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,-0.04999999999999982,-0.04999999999999982,1,0,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,0.0,0.0,0,0,1,1
ts_d02_20260912,1000,1000,NOM,HIST,0.02,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-3.0,-3.0,1,0,0,1,-0.30959537471248466,-0.30959537471248466,1,0,0,1,0.08199999999999985,0.08199999999999985,0,1,0,1,-0.007477756153898234,-0.007477756153898234,1,0,0,1,0.0,0.0,,,1,1,-6.0,-6.0,1,0,0,1
ts_d02_20260912,1000,1000,NOM,HIST+ACT,0.02,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-3.0,-3.0,1,0,0,1,-0.30959537471248466,-0.30959537471248466,1,0,0,1,0.08199999999999985,0.08199999999999985,0,1,0,1,-0.007477756153898234,-0.007477756153898234,1,0,0,1,0.0,0.0,,,1,1,-6.0,-6.0,1,0,0,1
ts_d02_20260912,1000,1000,NOM,TIGHT,0.02,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-3.0,-3.0,1,0,0,1,-0.30959537471248466,-0.30959537471248466,1,0,0,1,0.03399999999999981,0.03399999999999981,0,1,0,1,-0.007477756153898234,-0.007477756153898234,1,0,0,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,1000,1000,TIGHT,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.04800000000000004,0.04800000000000004,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-4.0,-4.0,1,0,0,1
ts_d02_20260912,1000,1000,TIGHT,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.04800000000000004,0.04800000000000004,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-4.0,-4.0,1,0,0,1
ts_d02_20260912,1000,1000,TIGHT,NOM,0.02,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,3.0,3.0,0,1,0,1,0.30959537471248466,0.30959537471248466,0,1,0,1,-0.03399999999999981,-0.03399999999999981,1,0,0,1,0.007477756153898234,0.007477756153898234,0,1,0,1,0.0,0.0,,,1,1,2.0,2.0,0,1,0,1
ts_d02_20260912,1000,2000,NOM,HIST,0.02,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-1.0,-1.0,1,0,0,1,-0.0406085239950784,-0.0406085239950784,1,0,0,1,0.05449999999999999,0.05449999999999999,0,1,0,1,-0.00040608523995078405,-0.00040608523995078405,1,0,0,1,0.0,0.0,,,1,1,-3.0,-3.0,1,0,0,1
ts_d02_20260912,1000,2000,NOM,HIST+ACT,0.02,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-1.0,-1.0,1,0,0,1,-0.0406085239950784,-0.0406085239950784,1,0,0,1,0.05449999999999999,0.05449999999999999,0,1,0,1,-0.00040608523995078405,-0.00040608523995078405,1,0,0,1,0.0,0.0,,,1,1,-3.0,-3.0,1,0,0,1
ts_d02_20260912,1000,2000,NOM,TIGHT,0.02,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-1.0,-1.0,1,0,0,1,-0.0406085239950784,-0.0406085239950784,1,0,0,1,0.035499999999999865,0.035499999999999865,0,1,0,1,-0.00040608523995078405,-0.00040608523995078405,1,0,0,1,0.0,0.0,,,1,1,1.0,1.0,0,1,0,1
ts_d02_20260912,1000,2000,TIGHT,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.019000000000000128,0.019000000000000128,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-4.0,-4.0,1,0,0,1
ts_d02_20260912,1000,2000,TIGHT,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.019000000000000128,0.019000000000000128,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-4.0,-4.0,1,0,0,1
ts_d02_20260912,1000,2000,TIGHT,NOM,0.02,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,1.0,1.0,0,1,0,1,0.0406085239950784,0.0406085239950784,0,1,0,1,-0.035499999999999865,-0.035499999999999865,1,0,0,1,0.00040608523995078405,0.00040608523995078405,0,1,0,1,0.0,0.0,,,1,1,-1.0,-1.0,1,0,0,1
ts_d02_20260912,2000,1000,NOM,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,-0.06799999999999962,-0.06799999999999962,1,0,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-6.0,-6.0,1,0,0,1
ts_d02_20260912,2000,1000,NOM,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,-0.06799999999999962,-0.06799999999999962,1,0,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-6.0,-6.0,1,0,0,1
ts_d02_20260912,2000,1000,NOM,TIGHT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,-0.08399999999999963,-0.08399999999999963,1,0,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,3.0,3.0,0,1,0,1
ts_d02_20260912,2000,1000,TIGHT,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.016000000000000014,0.016000000000000014,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-9.0,-9.0,1,0,0,1
ts_d02_20260912,2000,1000,TIGHT,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.016000000000000014,0.016000000000000014,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-9.0,-9.0,1,0,0,1
ts_d02_20260912,2000,1000,TIGHT,NOM,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.08399999999999963,0.08399999999999963,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-3.0,-3.0,1,0,0,1
ts_d02_20260912,2000,2000,NOM,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.015500000000000291,0.015500000000000291,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-10.0,-10.0,1,0,0,1
ts_d02_20260912,2000,2000,NOM,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.015500000000000291,0.015500000000000291,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-10.0,-10.0,1,0,0,1
ts_d02_20260912,2000,2000,NOM,TIGHT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,-0.020000000000000462,-0.020000000000000462,1,0,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,0.0,0.0,0,0,1,1
ts_d02_20260912,2000,2000,TIGHT,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.03550000000000075,0.03550000000000075,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-10.0,-10.0,1,0,0,1
ts_d02_20260912,2000,2000,TIGHT,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.03550000000000075,0.03550000000000075,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-10.0,-10.0,1,0,0,1
ts_d02_20260912,2000,2000,TIGHT,NOM,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.020000000000000462,0.020000000000000462,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,0.0,0.0,0,0,1,1
ts_d02_20260912,2000,4000,NOM,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.005249999999999311,0.005249999999999311,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-11.0,-11.0,1,0,0,1
ts_d02_20260912,2000,4000,NOM,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.005249999999999311,0.005249999999999311,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-11.0,-11.0,1,0,0,1
ts_d02_20260912,2000,4000,NOM,TIGHT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,-0.007000000000000561,-0.007000000000000561,1,0,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,2000,4000,TIGHT,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.012249999999999872,0.012249999999999872,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-9.0,-9.0,1,0,0,1
ts_d02_20260912,2000,4000,TIGHT,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.012249999999999872,0.012249999999999872,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-9.0,-9.0,1,0,0,1
ts_d02_20260912,2000,4000,TIGHT,NOM,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.007000000000000561,0.007000000000000561,0,1,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,2.0,2.0,0,1,0,1
ts_d02_20260912,21874,10937,NOM,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-8.0,-8.0,1,0,0,1,0.027407617721145583,0.027407617721145583,0,1,0,1,0.001462924019383749,0.001462924019383749,0,1,0,1,-0.008543786760741207,-0.008543786760741207,1,0,0,1,0.0,0.0,,,1,1,-8.0,-8.0,1,0,0,1
ts_d02_20260912,21874,10937,NOM,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-10.0,-10.0,1,0,0,1,-0.3622542164098596,-0.3622542164098596,1,0,0,1,-0.02550973758800401,-0.02550973758800401,1,0,0,1,-0.013873438701432268,-0.013873438701432268,1,0,0,1,0.0,0.0,,,1,1,-11.0,-11.0,1,0,0,1
ts_d02_20260912,21874,10937,NOM,TIGHT,0.02,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-11.0,-11.0,1,0,0,1,-0.3813479308824676,-0.3813479308824676,1,0,0,1,-0.0015543567705953443,-0.0015543567705953443,1,0,0,1,-0.014064375846158349,-0.014064375846158349,1,0,0,1,0.0,0.0,,,1,1,-1.0,-1.0,1,0,0,1
ts_d02_20260912,21874,10937,TIGHT,HIST,0.02,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,3.0,3.0,0,1,0,1,0.4087555486036132,0.4087555486036132,0,1,0,1,0.003017280789979093,0.003017280789979093,0,1,0,1,0.005520589085417142,0.005520589085417142,0,1,0,1,0.0,0.0,,,1,1,-7.0,-7.0,1,0,0,1
ts_d02_20260912,21874,10937,TIGHT,HIST+ACT,0.02,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,1.0,1.0,0,1,0,1,0.019093714472607996,0.019093714472607996,0,1,0,1,-0.023955380817408667,-0.023955380817408667,1,0,0,1,0.00019093714472607996,0.00019093714472607996,0,1,0,1,0.0,0.0,,,1,1,-10.0,-10.0,1,0,0,1
ts_d02_20260912,21874,10937,TIGHT,NOM,0.02,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,11.0,11.0,0,1,0,1,0.3813479308824676,0.3813479308824676,0,1,0,1,0.0015543567705953443,0.0015543567705953443,0,1,0,1,0.014064375846158349,0.014064375846158349,0,1,0,1,0.0,0.0,,,1,1,1.0,1.0,0,1,0,1
ts_d02_20260912,21874,21874,NOM,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-8.0,-8.0,1,0,0,1,-0.31679388379177387,-0.31679388379177387,1,0,0,1,-0.03643595135777655,-0.03643595135777655,1,0,0,1,-0.016919301172034863,-0.016919301172034863,1,0,0,1,0.0,0.0,,,1,1,-6.0,-6.0,1,0,0,1
ts_d02_20260912,21874,21874,NOM,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-9.0,-9.0,1,0,0,1,-0.1376694876123068,-0.1376694876123068,1,0,0,1,0.012480570540367442,0.012480570540367442,0,1,0,1,-0.015294930914341785,-0.015294930914341785,1,0,0,1,0.0,0.0,,,1,1,-9.0,-9.0,1,0,0,1
ts_d02_20260912,21874,21874,NOM,TIGHT,0.02,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-11.0,-11.0,1,0,0,1,-0.3891890147998161,-0.3891890147998161,1,0,0,1,0.010331900886897838,0.010331900886897838,0,1,0,1,-0.018185975031684794,-0.018185975031684794,1,0,0,1,0.0,0.0,,,1,1,0.0,0.0,0,0,1,1
ts_d02_20260912,21874,21874,TIGHT,HIST,0.02,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,3.0,3.0,0,1,0,1,0.07239513100804222,0.07239513100804222,0,1,0,1,-0.04676785224467439,-0.04676785224467439,1,0,0,1,0.0012666738596499322,0.0012666738596499322,0,1,0,1,0.0,0.0,,,1,1,-6.0,-6.0,1,0,0,1
ts_d02_20260912,21874,21874,TIGHT,HIST+ACT,0.02,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,2.0,2.0,0,1,0,1,0.2515195271875093,0.2515195271875093,0,1,0,1,0.0021486696534696037,0.0021486696534696037,0,1,0,1,0.0028910441173430083,0.0028910441173430083,0,1,0,1,0.0,0.0,,,1,1,-9.0,-9.0,1,0,0,1
ts_d02_20260912,21874,21874,TIGHT,NOM,0.02,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,11.0,11.0,0,1,0,1,0.3891890147998161,0.3891890147998161,0,1,0,1,-0.010331900886897838,-0.010331900886897838,1,0,0,1,0.018185975031684794,0.018185975031684794,0,1,0,1,0.0,0.0,,,1,1,0.0,0.0,0,0,1,1
ts_d02_20260912,21874,43748,NOM,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-6.0,-6.0,1,0,0,1,-0.28409137682857577,-0.28409137682857577,1,0,0,1,-0.012869159733016389,-0.012869159733016389,1,0,0,1,-0.013348059475459962,-0.013348059475459962,1,0,0,1,0.0,0.0,,,1,1,-9.0,-9.0,1,0,0,1
ts_d02_20260912,21874,43748,NOM,HIST+ACT,0.02,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-9.0,-9.0,1,0,0,1,-0.45070693958663094,-0.45070693958663094,1,0,0,1,-0.0330986559385571,-0.0330986559385571,1,0,0,1,-0.015352030708443714,-0.015352030708443714,1,0,0,1,0.0,0.0,,,1,1,-10.0,-10.0,1,0,0,1
ts_d02_20260912,21874,43748,NOM,TIGHT,0.02,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-9.0,-9.0,1,0,0,1,-0.45070693958663094,-0.45070693958663094,1,0,0,1,0.008228947609033366,0.008228947609033366,0,1,0,1,-0.015352030708443714,-0.015352030708443714,1,0,0,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,21874,43748,TIGHT,HIST,0.02,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,3.0,3.0,0,1,0,1,0.16661556275805514,0.16661556275805514,0,1,0,1,-0.021098107342049754,-0.021098107342049754,1,0,0,1,0.002003971232983752,0.002003971232983752,0,1,0,1,0.0,0.0,,,1,1,-7.0,-7.0,1,0,0,1
ts_d02_20260912,21874,43748,TIGHT,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,-0.041327603547590464,-0.041327603547590464,1,0,0,1,0.0,0.0,0,0,1,1,0.0,0.0,,,1,1,-8.0,-8.0,1,0,0,1
ts_d02_20260912,21874,43748,TIGHT,NOM,0.02,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,9.0,9.0,0,1,0,1,0.45070693958663094,0.45070693958663094,0,1,0,1,-0.008228947609033366,-0.008228947609033366,1,0,0,1,0.015352030708443714,0.015352030708443714,0,1,0,1,0.0,0.0,,,1,1,2.0,2.0,0,1,0,1
