campaign,rule,dataset_id,n,arm,axis,value,catalogue_size,cells,scored_cells,no_allocation,ineligible,rejected_candidates,proven_infeasible,no_incumbent,joint_pass,worst_excess_pp_mean,worst_excess_pp_n,mean_visits_mean,mean_visits_n,activation_mass_mean,activation_mass_n,minimum_required_slack_mean,minimum_required_slack_n
screen_20260910,upper_only,syn_50sku_seed1008,25,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1008,25,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1008,25,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,4.0110056403907,1,4.16,1,0.0,1,0.008254230293025175,1
screen_20260910,upper_only,syn_50sku_seed1008,25,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,4.407352921598125,1,4.04,1,0.0,1,0.0048837529233732285,1
screen_20260910,upper_only,syn_50sku_seed1008,50,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1008,50,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1008,50,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,2.720206956766746,1,3.96,1,0.0,1,0.008254230293025175,1
screen_20260910,upper_only,syn_50sku_seed1008,50,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,2.320328923082098,1,3.8,1,0.0,1,0.0048837529233732285,1
screen_20260910,upper_only,syn_50sku_seed1008,100,HIST,delta,0.01,50,1,1,0,0,0,0,0,0,0.36911227835126037,1,4.2,1,0.0,1,0.009880628581184001,1
screen_20260910,upper_only,syn_50sku_seed1008,100,HIST+ACT,delta,0.01,50,1,1,0,0,0,0,0,0,0.36911227835126037,1,4.2,1,0.0,1,0.009880628581184001,1
screen_20260910,upper_only,syn_50sku_seed1008,100,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,1.1302813092303277,1,3.99,1,0.0,1,0.008254230293025175,1
screen_20260910,upper_only,syn_50sku_seed1008,100,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,2.711219507415948,1,3.91,1,0.0,1,0.0048837529233732285,1
screen_20260910,upper_only,syn_50sku_seed1009,25,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1009,25,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1009,25,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,4.363883046388052,1,4.04,1,0.0,1,0.009536592257699915,1
screen_20260910,upper_only,syn_50sku_seed1009,25,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,2.8003986705119055,1,4.04,1,0.0,1,0.00437976829612885,1
screen_20260910,upper_only,syn_50sku_seed1009,50,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1009,50,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1009,50,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,2.4441649628528808,1,3.96,1,0.0,1,0.009536592257699915,1
screen_20260910,upper_only,syn_50sku_seed1009,50,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,2.4441649628528808,1,4.1,1,0.0,1,0.00437976829612885,1
screen_20260910,upper_only,syn_50sku_seed1009,100,HIST,delta,0.01,50,1,1,0,0,0,0,0,1,0.0,1,4.28,1,0.0,1,0.00995433427466385,1
screen_20260910,upper_only,syn_50sku_seed1009,100,HIST+ACT,delta,0.01,50,1,1,0,0,0,0,0,1,0.0,1,4.28,1,0.0,1,0.00995433427466385,1
screen_20260910,upper_only,syn_50sku_seed1009,100,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,1.755753162409457,1,3.86,1,0.0,1,0.009536592257699915,1
screen_20260910,upper_only,syn_50sku_seed1009,100,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,1.755753162409457,1,3.99,1,0.0,1,0.00437976829612885,1
screen_20260910,upper_only,syn_50sku_seed1010,25,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1010,25,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1010,25,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,3.8893660751739936,1,4.04,1,0.0,1,0.008180781868168712,1
screen_20260910,upper_only,syn_50sku_seed1010,25,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,1.1761877806003502,1,4.32,1,0.0,1,0.004157446523167706,1
screen_20260910,upper_only,syn_50sku_seed1010,50,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1010,50,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1010,50,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,4.178193108187073,1,4.0,1,0.0,1,0.008180781868168712,1
screen_20260910,upper_only,syn_50sku_seed1010,50,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,0.4407113381162868,1,4.16,1,0.0,1,0.004157446523167706,1
screen_20260910,upper_only,syn_50sku_seed1010,100,HIST,delta,0.01,50,1,1,0,0,0,0,0,0,1.1324270740798104,1,4.28,1,0.0,1,0.009973427734905846,1
screen_20260910,upper_only,syn_50sku_seed1010,100,HIST+ACT,delta,0.01,50,1,1,0,0,0,0,0,0,1.1324270740798104,1,4.28,1,0.0,1,0.009973427734905846,1
screen_20260910,upper_only,syn_50sku_seed1010,100,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,1.0161182646963005,1,3.83,1,0.0,1,0.008180781868168712,1
screen_20260910,upper_only,syn_50sku_seed1010,100,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,0.32781934630888654,1,3.89,1,0.0,1,0.004157446523167706,1
screen_20260910,upper_only,syn_50sku_seed1011,25,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1011,25,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1011,25,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,0.43561605294457967,1,4.28,1,0.0,1,0.007639552044448303,1
screen_20260910,upper_only,syn_50sku_seed1011,25,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,0.14010302242629283,1,4.32,1,0.0,1,0.003993402205052522,1
screen_20260910,upper_only,syn_50sku_seed1011,50,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1011,50,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1011,50,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,1.7922569164988522,1,4.14,1,0.0,1,0.007639552044448303,1
screen_20260910,upper_only,syn_50sku_seed1011,50,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,2.279392714239489,1,4.14,1,0.0,1,0.003993402205052522,1
screen_20260910,upper_only,syn_50sku_seed1011,100,HIST,delta,0.01,50,1,1,0,0,0,0,0,0,0.49503208626503803,1,4.17,1,0.0,1,0.009710185957763498,1
screen_20260910,upper_only,syn_50sku_seed1011,100,HIST+ACT,delta,0.01,50,1,1,0,0,0,0,0,0,0.49503208626503803,1,4.17,1,0.0,1,0.009710185957763498,1
screen_20260910,upper_only,syn_50sku_seed1011,100,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,1.0208574350856532,1,4.0,1,0.0,1,0.007639552044448303,1
screen_20260910,upper_only,syn_50sku_seed1011,100,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,1.9580645578597864,1,4.04,1,0.0,1,0.003993402205052522,1
screen_20260910,upper_only,syn_50sku_seed1012,25,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1012,25,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1012,25,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,6.522735323143716,1,3.96,1,0.0,1,0.009454503781801512,1
screen_20260910,upper_only,syn_50sku_seed1012,25,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,6.05794216201984,1,3.8,1,0.0,1,0.004240201696080678,1
screen_20260910,upper_only,syn_50sku_seed1012,50,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1012,50,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1012,50,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,0.6907682471575013,1,3.82,1,0.0,1,0.009454503781801512,1
screen_20260910,upper_only,syn_50sku_seed1012,50,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,0.43676907673192217,1,3.76,1,0.0,1,0.004240201696080678,1
screen_20260910,upper_only,syn_50sku_seed1012,100,HIST,delta,0.01,50,1,1,0,0,0,0,0,0,0.6451307382126159,1,4.37,1,0.0,1,0.009751198035376574,1
screen_20260910,upper_only,syn_50sku_seed1012,100,HIST+ACT,delta,0.01,50,1,1,0,0,0,0,0,0,0.6451307382126159,1,4.37,1,0.0,1,0.009751198035376574,1
screen_20260910,upper_only,syn_50sku_seed1012,100,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,0.4447299366094095,1,3.9,1,0.0,1,0.009454503781801512,1
screen_20260910,upper_only,syn_50sku_seed1012,100,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,1,0.0,1,3.93,1,0.0,1,0.004240201696080678,1
ts_b01_20260912,two_sided,BERNER,10937,HIST,delta,0.01,21874,1,1,0,0,0,0,0,0,0.18819592506528726,1,2.756697449026241,1,0.0024865402495189083,1,0.00999790582625966,1
ts_b01_20260912,two_sided,BERNER,10937,HIST+ACT,delta,0.01,21874,1,1,0,0,0,0,0,0,0.004417890770273618,1,2.7448111913687483,1,0.0024865402495189083,1,0.009987289094944705,1
ts_b01_20260912,two_sided,BERNER,10937,NOM,delta,0.01,21874,1,1,0,0,0,0,0,0,0.3125156299026683,1,2.710341044162019,1,0.0024865402495189083,1,0.009997313456028202,1
ts_b01_20260912,two_sided,BERNER,10937,TIGHT,delta,0.01,21874,1,1,0,0,0,0,0,1,0.0,1,2.6712078266435038,1,0.0024865402495189083,1,0.004999592806053055,1
ts_b01_20260912,two_sided,BERNER,21874,HIST,delta,0.01,21874,1,1,0,0,0,0,0,0,0.37622879459962777,1,2.862850873182774,1,0.003658524157469402,1,0.009998240158568424,1
ts_b01_20260912,two_sided,BERNER,21874,HIST+ACT,delta,0.01,21874,1,1,0,0,0,0,0,0,0.27017867750775204,1,2.8741428179573925,1,0.003658524157469402,1,0.009997410906233094,1
ts_b01_20260912,two_sided,BERNER,21874,NOM,delta,0.01,21874,1,1,0,0,0,0,0,0,0.44913657395853795,1,2.845707232330621,1,0.003658524157469402,1,0.009997313456028202,1
ts_b01_20260912,two_sided,BERNER,21874,TIGHT,delta,0.01,21874,1,1,0,0,0,0,0,0,0.08226507070255337,1,2.80684831306574,1,0.003658524157469402,1,0.004999592806053055,1
ts_b01_20260912,two_sided,BERNER,43748,HIST,delta,0.01,21874,1,1,0,0,0,0,0,0,0.39770546732447576,1,2.9352656121422696,1,0.006762381877400791,1,0.009981987536102398,1
ts_b01_20260912,two_sided,BERNER,43748,HIST+ACT,delta,0.01,21874,1,1,0,0,0,0,0,0,0.01327240821986496,1,2.9670842095638656,1,0.006762381877400791,1,0.009992790831088151,1
ts_b01_20260912,two_sided,BERNER,43748,NOM,delta,0.01,21874,1,1,0,0,0,0,0,0,0.4644042662592424,1,2.9445688945780377,1,0.006762381877400791,1,0.009997313456028202,1
ts_b01_20260912,two_sided,BERNER,43748,TIGHT,delta,0.01,21874,1,1,0,0,0,0,0,0,0.23022819116710558,1,2.9031270000914327,1,0.006762381877400791,1,0.004999592806053055,1
ts_b03_20260912,two_sided,BERNER,10937,HIST,delta,0.03,21874,1,1,0,0,0,0,0,0,0.28553857031167096,1,2.661515955015086,1,0.0024865402495189083,1,0.029998352356454514,1
ts_b03_20260912,two_sided,BERNER,10937,HIST+ACT,delta,0.03,21874,1,1,0,0,0,0,0,0,0.06283105231128178,1,2.705312242845387,1,0.0024865402495189083,1,0.029998942021451046,1
ts_b03_20260912,two_sided,BERNER,10937,NOM,delta,0.03,21874,1,1,0,0,0,0,0,0,2.6121977634952724,1,2.6152509829020754,1,0.0024865402495189083,1,0.029996620758279375,1
ts_b03_20260912,two_sided,BERNER,10937,TIGHT,delta,0.03,21874,1,1,0,0,0,0,0,1,0.0,1,2.7008320380360247,1,0.0024865402495189083,1,0.01499971449619812,1
ts_b03_20260912,two_sided,BERNER,21874,HIST,delta,0.03,21874,1,1,0,0,0,0,0,0,0.024926698754159773,1,2.758297522172442,1,0.003658524157469402,1,0.029999073313951616,1
ts_b03_20260912,two_sided,BERNER,21874,HIST+ACT,delta,0.03,21874,1,1,0,0,0,0,0,0,0.04299312319520522,1,2.7455883697540457,1,0.003658524157469402,1,0.029998670114625023,1
ts_b03_20260912,two_sided,BERNER,21874,NOM,delta,0.03,21874,1,1,0,0,0,0,0,0,2.485866652820904,1,2.7348907378623024,1,0.003658524157469402,1,0.029996620758279375,1
ts_b03_20260912,two_sided,BERNER,21874,TIGHT,delta,0.03,21874,1,1,0,0,0,0,0,1,0.0,1,2.8250891469324313,1,0.003658524157469402,1,0.01499971449619812,1
ts_b03_20260912,two_sided,BERNER,43748,HIST,delta,0.03,21874,1,1,0,0,0,0,0,0,0.05865732679478629,1,2.8401526926945233,1,0.006762381877400791,1,0.02999903721410581,1
ts_b03_20260912,two_sided,BERNER,43748,HIST+ACT,delta,0.03,21874,1,1,0,0,0,0,0,0,0.018888525658456366,1,2.8616622474170246,1,0.006762381877400791,1,0.02999939745939818,1
ts_b03_20260912,two_sided,BERNER,43748,NOM,delta,0.03,21874,1,1,0,0,0,0,0,0,1.7666645055186372,1,2.843581420864954,1,0.006762381877400791,1,0.029996620758279375,1
ts_b03_20260912,two_sided,BERNER,43748,TIGHT,delta,0.03,21874,1,1,0,0,0,0,0,1,0.0,1,2.920842095638658,1,0.006762381877400791,1,0.01499971449619812,1
ts_d02_20260912,two_sided,BERNER,10937,HIST,delta,0.02,21874,1,1,0,0,0,0,0,0,0.4087555486036132,1,2.705586541099022,1,0.0024865402495189083,1,0.01999389319601612,1
ts_d02_20260912,two_sided,BERNER,10937,HIST+ACT,delta,0.02,21874,1,1,0,0,0,0,0,0,0.019093714472607996,1,2.678613879491634,1,0.0024865402495189083,1,0.01999856061959526,1
ts_d02_20260912,two_sided,BERNER,10937,NOM,delta,0.02,21874,1,1,0,0,0,0,0,0,0.3813479308824676,1,2.704123617079638,1,0.0024865402495189083,1,0.01999837122421222,1
ts_d02_20260912,two_sided,BERNER,10937,TIGHT,delta,0.02,21874,1,1,0,0,0,0,0,1,0.0,1,2.7025692603090428,1,0.0024865402495189083,1,0.009996377377989248,1
ts_d02_20260912,two_sided,BERNER,21874,HIST,delta,0.02,21874,1,1,0,0,0,0,0,0,0.07239513100804222,1,2.788790344701472,1,0.003658524157469402,1,0.019997732788480996,1
ts_d02_20260912,two_sided,BERNER,21874,HIST+ACT,delta,0.02,21874,1,1,0,0,0,0,0,0,0.2515195271875093,1,2.837706866599616,1,0.003658524157469402,1,0.019993600734899624,1
ts_d02_20260912,two_sided,BERNER,21874,NOM,delta,0.02,21874,1,1,0,0,0,0,0,0,0.3891890147998161,1,2.8252262960592485,1,0.003658524157469402,1,0.01999837122421222,1
ts_d02_20260912,two_sided,BERNER,21874,TIGHT,delta,0.02,21874,1,1,0,0,0,0,0,1,0.0,1,2.8355581969461463,1,0.003658524157469402,1,0.009996377377989248,1
ts_d02_20260912,two_sided,BERNER,43748,HIST,delta,0.02,21874,1,1,0,0,0,0,0,0,0.16661556275805514,1,2.915859010697632,1,0.006762381877400791,1,0.019997435146173265,1
ts_d02_20260912,two_sided,BERNER,43748,HIST+ACT,delta,0.02,21874,1,1,0,0,0,0,0,1,0.0,1,2.895629514492091,1,0.006762381877400791,1,0.019997469376763433,1
ts_d02_20260912,two_sided,BERNER,43748,NOM,delta,0.02,21874,1,1,0,0,0,0,0,0,0.45070693958663094,1,2.9287281704306483,1,0.006762381877400791,1,0.01999837122421222,1
ts_d02_20260912,two_sided,BERNER,43748,TIGHT,delta,0.02,21874,1,1,0,0,0,0,0,1,0.0,1,2.9369571180396816,1,0.006762381877400791,1,0.009996377377989248,1
ts_d02_20260912,two_sided,syn_1000sku_seed1001,500,HIST,delta,0.02,1000,1,1,0,0,0,0,0,1,0.0,1,5.154,1,0.0,1,0.019977841192296987,1
ts_d02_20260912,two_sided,syn_1000sku_seed1001,500,HIST+ACT,delta,0.02,1000,1,1,0,0,0,0,0,1,0.0,1,5.154,1,0.0,1,0.019977841192296987,1
ts_d02_20260912,two_sided,syn_1000sku_seed1001,500,NOM,delta,0.02,1000,1,1,0,0,0,0,0,1,0.0,1,5.09,1,0.0,1,0.019720676390143452,1
ts_d02_20260912,two_sided,syn_1000sku_seed1001,500,TIGHT,delta,0.02,1000,1,1,0,0,0,0,0,1,0.0,1,5.14,1,0.0,1,0.009945613381255882,1
ts_d02_20260912,two_sided,syn_1000sku_seed1001,1000,HIST,delta,0.02,1000,1,1,0,0,0,0,0,1,0.0,1,5.138,1,0.0,1,0.019670703506962643,1
ts_d02_20260912,two_sided,syn_1000sku_seed1001,1000,HIST+ACT,delta,0.02,1000,1,1,0,0,0,0,0,1,0.0,1,5.138,1,0.0,1,0.019670703506962643,1
ts_d02_20260912,two_sided,syn_1000sku_seed1001,1000,NOM,delta,0.02,1000,1,1,0,0,0,0,0,0,0.30959537471248466,1,5.056,1,0.0,1,0.019720676390143452,1
ts_d02_20260912,two_sided,syn_1000sku_seed1001,1000,TIGHT,delta,0.02,1000,1,1,0,0,0,0,0,1,0.0,1,5.09,1,0.0,1,0.009945613381255882,1
ts_d02_20260912,two_sided,syn_1000sku_seed1001,2000,HIST,delta,0.02,1000,1,1,0,0,0,0,0,1,0.0,1,5.171,1,0.0,1,0.01974074855702346,1
ts_d02_20260912,two_sided,syn_1000sku_seed1001,2000,HIST+ACT,delta,0.02,1000,1,1,0,0,0,0,0,1,0.0,1,5.171,1,0.0,1,0.01974074855702346,1
ts_d02_20260912,two_sided,syn_1000sku_seed1001,2000,NOM,delta,0.02,1000,1,1,0,0,0,0,0,0,0.0406085239950784,1,5.1165,1,0.0,1,0.019720676390143452,1
ts_d02_20260912,two_sided,syn_1000sku_seed1001,2000,TIGHT,delta,0.02,1000,1,1,0,0,0,0,0,1,0.0,1,5.152,1,0.0,1,0.009945613381255882,1
ts_d02_20260912,two_sided,syn_2000sku_seed1001,1000,HIST,delta,0.02,2000,1,1,0,0,0,0,0,1,0.0,1,6.022,1,0.0,1,0.019515871377004432,1
ts_d02_20260912,two_sided,syn_2000sku_seed1001,1000,HIST+ACT,delta,0.02,2000,1,1,0,0,0,0,0,1,0.0,1,6.022,1,0.0,1,0.019515871377004432,1
ts_d02_20260912,two_sided,syn_2000sku_seed1001,1000,NOM,delta,0.02,2000,1,1,0,0,0,0,0,1,0.0,1,6.09,1,0.0,1,0.014932586000595108,1
ts_d02_20260912,two_sided,syn_2000sku_seed1001,1000,TIGHT,delta,0.02,2000,1,1,0,0,0,0,0,1,0.0,1,6.006,1,0.0,1,0.0096546892245227,1
ts_d02_20260912,two_sided,syn_2000sku_seed1001,2000,HIST,delta,0.02,2000,1,1,0,0,0,0,0,1,0.0,1,6.1755,1,0.0,1,0.0195562660621838,1
ts_d02_20260912,two_sided,syn_2000sku_seed1001,2000,HIST+ACT,delta,0.02,2000,1,1,0,0,0,0,0,1,0.0,1,6.1755,1,0.0,1,0.0195562660621838,1
ts_d02_20260912,two_sided,syn_2000sku_seed1001,2000,NOM,delta,0.02,2000,1,1,0,0,0,0,0,1,0.0,1,6.16,1,0.0,1,0.014932586000595108,1
ts_d02_20260912,two_sided,syn_2000sku_seed1001,2000,TIGHT,delta,0.02,2000,1,1,0,0,0,0,0,1,0.0,1,6.14,1,0.0,1,0.0096546892245227,1
ts_d02_20260912,two_sided,syn_2000sku_seed1001,4000,HIST,delta,0.02,2000,1,1,0,0,0,0,0,1,0.0,1,6.24825,1,0.0,1,0.01649420952548804,1
ts_d02_20260912,two_sided,syn_2000sku_seed1001,4000,HIST+ACT,delta,0.02,2000,1,1,0,0,0,0,0,1,0.0,1,6.24825,1,0.0,1,0.01649420952548804,1
ts_d02_20260912,two_sided,syn_2000sku_seed1001,4000,NOM,delta,0.02,2000,1,1,0,0,0,0,0,1,0.0,1,6.243,1,0.0,1,0.014932586000595108,1
ts_d02_20260912,two_sided,syn_2000sku_seed1001,4000,TIGHT,delta,0.02,2000,1,1,0,0,0,0,0,1,0.0,1,6.236,1,0.0,1,0.0096546892245227,1
ts_d02_20260912,two_sided,syn_500sku_seed1001,250,HIST,delta,0.02,500,1,1,0,0,0,0,0,1,0.0,1,3.688,1,0.0,1,0.019928874136858014,1
ts_d02_20260912,two_sided,syn_500sku_seed1001,250,HIST+ACT,delta,0.02,500,1,1,0,0,0,0,0,1,0.0,1,3.688,1,0.0,1,0.019928874136858014,1
ts_d02_20260912,two_sided,syn_500sku_seed1001,250,NOM,delta,0.02,500,1,1,0,0,0,0,0,0,0.10871540285048271,1,3.624,1,0.0,1,0.01951219512195122,1
ts_d02_20260912,two_sided,syn_500sku_seed1001,250,TIGHT,delta,0.02,500,1,1,0,0,0,0,0,1,0.0,1,3.668,1,0.0,1,0.009347123847909197,1
ts_d02_20260912,two_sided,syn_500sku_seed1001,500,HIST,delta,0.02,500,1,1,0,0,0,0,0,1,0.0,1,3.674,1,0.0,1,0.0198803108021757,1
ts_d02_20260912,two_sided,syn_500sku_seed1001,500,HIST+ACT,delta,0.02,500,1,1,0,0,0,0,0,1,0.0,1,3.674,1,0.0,1,0.0198803108021757,1
ts_d02_20260912,two_sided,syn_500sku_seed1001,500,NOM,delta,0.02,500,1,1,0,0,0,0,0,1,0.0,1,3.614,1,0.0,1,0.01951219512195122,1
ts_d02_20260912,two_sided,syn_500sku_seed1001,500,TIGHT,delta,0.02,500,1,1,0,0,0,0,0,1,0.0,1,3.626,1,0.0,1,0.009347123847909197,1
ts_d02_20260912,two_sided,syn_500sku_seed1001,1000,HIST,delta,0.02,500,1,1,0,0,0,0,0,1,0.0,1,3.662,1,0.0,1,0.019835692091255547,1
ts_d02_20260912,two_sided,syn_500sku_seed1001,1000,HIST+ACT,delta,0.02,500,1,1,0,0,0,0,0,1,0.0,1,3.662,1,0.0,1,0.019835692091255547,1
ts_d02_20260912,two_sided,syn_500sku_seed1001,1000,NOM,delta,0.02,500,1,1,0,0,0,0,0,1,0.0,1,3.637,1,0.0,1,0.01951219512195122,1
ts_d02_20260912,two_sided,syn_500sku_seed1001,1000,TIGHT,delta,0.02,500,1,1,0,0,0,0,0,1,0.0,1,3.626,1,0.0,1,0.009347123847909197,1
ts_d02_20260912,two_sided,syn_50sku_seed1001,25,HIST,delta,0.02,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
ts_d02_20260912,two_sided,syn_50sku_seed1001,25,HIST+ACT,delta,0.02,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
ts_d02_20260912,two_sided,syn_50sku_seed1001,25,NOM,delta,0.02,50,1,1,0,0,0,0,0,0,2.4223019732248936,1,3.88,1,0.0,1,0.019548522224808004,1
ts_d02_20260912,two_sided,syn_50sku_seed1001,25,TIGHT,delta,0.02,50,1,1,0,0,0,0,0,1,0.0,1,3.96,1,0.0,1,0.009832441238073074,1
ts_d02_20260912,two_sided,syn_50sku_seed1001,50,HIST,delta,0.02,50,1,1,0,0,0,0,0,0,0.019911507662944604,1,4.36,1,0.0,1,0.019755652652485862,1
ts_d02_20260912,two_sided,syn_50sku_seed1001,50,HIST+ACT,delta,0.02,50,1,1,0,0,0,0,0,0,0.019911507662944604,1,4.36,1,0.0,1,0.019755652652485862,1
ts_d02_20260912,two_sided,syn_50sku_seed1001,50,NOM,delta,0.02,50,1,1,0,0,0,0,0,0,1.6241827338950825,1,3.62,1,0.0,1,0.019548522224808004,1
ts_d02_20260912,two_sided,syn_50sku_seed1001,50,TIGHT,delta,0.02,50,1,1,0,0,0,0,0,0,2.0434699456351244,1,3.78,1,0.0,1,0.009832441238073074,1
ts_d02_20260912,two_sided,syn_50sku_seed1001,100,HIST,delta,0.02,50,1,1,0,0,0,0,0,0,0.8351932053181365,1,3.86,1,0.0,1,0.0195306343618597,1
ts_d02_20260912,two_sided,syn_50sku_seed1001,100,HIST+ACT,delta,0.02,50,1,1,0,0,0,0,0,0,0.8351932053181365,1,3.86,1,0.0,1,0.0195306343618597,1
ts_d02_20260912,two_sided,syn_50sku_seed1001,100,NOM,delta,0.02,50,1,1,0,0,0,0,0,0,0.25192562025690074,1,3.65,1,0.0,1,0.019548522224808004,1
ts_d02_20260912,two_sided,syn_50sku_seed1001,100,TIGHT,delta,0.02,50,1,1,0,0,0,0,0,0,2.6865983263044173,1,3.72,1,0.0,1,0.009832441238073074,1
