,p1,p2,cnt_left,cnt,freq_ratio
16492960,1004911,421181-12,856,185,0.2161214953271028
16513865,1004911,421177-12,856,185,0.2161214953271028
16513866,1004911,421181-12,856,185,0.2161214953271028
16513891,1004911,421177-12,856,185,0.2161214953271028
16513892,1004911,421181-12,856,185,0.2161214953271028
16513911,1004911,421177-12,856,185,0.2161214953271028
16513912,1004911,421181-12,856,185,0.2161214953271028
16513935,1004911,421177-12,856,185,0.2161214953271028
16513936,1004911,421181-12,856,185,0.2161214953271028
16515731,1004911,421177-12,856,185,0.2161214953271028
16515732,1004911,421181-12,856,185,0.2161214953271028
16516661,1004911,421177-12,856,185,0.2161214953271028
16516662,1004911,421181-12,856,185,0.2161214953271028
16516795,1004911,421177-12,856,185,0.2161214953271028
16385222,1004911,421181-12,856,185,0.2161214953271028
17906803,1004911,421181-12,856,185,0.2161214953271028
16365935,1004911,421177-12,856,185,0.2161214953271028
18003790,1004911,421177-12,856,185,0.2161214953271028
18003771,1004911,421181-12,856,185,0.2161214953271028
18003770,1004911,421177-12,856,185,0.2161214953271028
16367752,1004911,421181-12,856,185,0.2161214953271028
16367783,1004911,421177-12,856,185,0.2161214953271028
18003751,1004911,421181-12,856,185,0.2161214953271028
18003750,1004911,421177-12,856,185,0.2161214953271028
16367784,1004911,421181-12,856,185,0.2161214953271028
16379285,1004911,421177-12,856,185,0.2161214953271028
18003731,1004911,421181-12,856,185,0.2161214953271028
18003730,1004911,421177-12,856,185,0.2161214953271028
16379286,1004911,421181-12,856,185,0.2161214953271028
16379857,1004911,421177-12,856,185,0.2161214953271028
18003711,1004911,421181-12,856,185,0.2161214953271028
18003710,1004911,421177-12,856,185,0.2161214953271028
16379858,1004911,421181-12,856,185,0.2161214953271028
16380111,1004911,421177-12,856,185,0.2161214953271028
18003693,1004911,421181-12,856,185,0.2161214953271028
18003692,1004911,421177-12,856,185,0.2161214953271028
17986183,1004911,421181-12,856,185,0.2161214953271028
17986182,1004911,421177-12,856,185,0.2161214953271028
16380112,1004911,421181-12,856,185,0.2161214953271028
16367244,1004911,421181-12,856,185,0.2161214953271028
18003791,1004911,421181-12,856,185,0.2161214953271028
17986163,1004911,421181-12,856,185,0.2161214953271028
16367243,1004911,421177-12,856,185,0.2161214953271028
18003905,1004911,421181-12,856,185,0.2161214953271028
18003904,1004911,421177-12,856,185,0.2161214953271028
16365936,1004911,421181-12,856,185,0.2161214953271028
16366135,1004911,421177-12,856,185,0.2161214953271028
18003885,1004911,421181-12,856,185,0.2161214953271028
18003884,1004911,421177-12,856,185,0.2161214953271028
16366136,1004911,421181-12,856,185,0.2161214953271028
16366833,1004911,421177-12,856,185,0.2161214953271028
18003865,1004911,421181-12,856,185,0.2161214953271028
18003864,1004911,421177-12,856,185,0.2161214953271028
16366834,1004911,421181-12,856,185,0.2161214953271028
16366861,1004911,421177-12,856,185,0.2161214953271028
18003845,1004911,421181-12,856,185,0.2161214953271028
18003844,1004911,421177-12,856,185,0.2161214953271028
16366862,1004911,421181-12,856,185,0.2161214953271028
16367149,1004911,421177-12,856,185,0.2161214953271028
18003827,1004911,421181-12,856,185,0.2161214953271028
18003826,1004911,421177-12,856,185,0.2161214953271028
18003813,1004911,421181-12,856,185,0.2161214953271028
18003812,1004911,421177-12,856,185,0.2161214953271028
16367150,1004911,421181-12,856,185,0.2161214953271028
16380319,1004911,421177-12,856,185,0.2161214953271028
17986162,1004911,421177-12,856,185,0.2161214953271028
16385221,1004911,421177-12,856,185,0.2161214953271028
16384370,1004911,421181-12,856,185,0.2161214953271028
17986025,1004911,421181-12,856,185,0.2161214953271028
17986024,1004911,421177-12,856,185,0.2161214953271028
17906903,1004911,421181-12,856,185,0.2161214953271028
17906902,1004911,421177-12,856,185,0.2161214953271028
16384672,1004911,421181-12,856,185,0.2161214953271028
16384813,1004911,421177-12,856,185,0.2161214953271028
17906883,1004911,421181-12,856,185,0.2161214953271028
17906882,1004911,421177-12,856,185,0.2161214953271028
16384814,1004911,421181-12,856,185,0.2161214953271028
16384889,1004911,421177-12,856,185,0.2161214953271028
17906863,1004911,421181-12,856,185,0.2161214953271028
17906862,1004911,421177-12,856,185,0.2161214953271028
16384890,1004911,421181-12,856,185,0.2161214953271028
16384957,1004911,421177-12,856,185,0.2161214953271028
17906843,1004911,421181-12,856,185,0.2161214953271028
17906842,1004911,421177-12,856,185,0.2161214953271028
16384958,1004911,421181-12,856,185,0.2161214953271028
16385131,1004911,421177-12,856,185,0.2161214953271028
17906823,1004911,421181-12,856,185,0.2161214953271028
17906822,1004911,421177-12,856,185,0.2161214953271028
16385132,1004911,421181-12,856,185,0.2161214953271028
16384671,1004911,421177-12,856,185,0.2161214953271028
17986042,1004911,421177-12,856,185,0.2161214953271028
16380320,1004911,421181-12,856,185,0.2161214953271028
17986043,1004911,421181-12,856,185,0.2161214953271028
16381647,1004911,421177-12,856,185,0.2161214953271028
17986143,1004911,421181-12,856,185,0.2161214953271028
17986142,1004911,421177-12,856,185,0.2161214953271028
16381648,1004911,421181-12,856,185,0.2161214953271028
16381853,1004911,421177-12,856,185,0.2161214953271028
17986123,1004911,421181-12,856,185,0.2161214953271028
17986122,1004911,421177-12,856,185,0.2161214953271028
16381854,1004911,421181-12,856,185,0.2161214953271028
16381915,1004911,421177-12,856,185,0.2161214953271028
17986103,1004911,421181-12,856,185,0.2161214953271028
17986102,1004911,421177-12,856,185,0.2161214953271028
16381916,1004911,421181-12,856,185,0.2161214953271028
16382251,1004911,421177-12,856,185,0.2161214953271028
17986083,1004911,421181-12,856,185,0.2161214953271028
17986082,1004911,421177-12,856,185,0.2161214953271028
16382252,1004911,421181-12,856,185,0.2161214953271028
16382271,1004911,421177-12,856,185,0.2161214953271028
17986063,1004911,421181-12,856,185,0.2161214953271028
17986062,1004911,421177-12,856,185,0.2161214953271028
16382272,1004911,421181-12,856,185,0.2161214953271028
16384369,1004911,421177-12,856,185,0.2161214953271028
16367751,1004911,421177-12,856,185,0.2161214953271028
